INFO  | 04/05/2026 11:52:39 AM | File run.py               | Line 213   | Config: config/experiments/transformer_wikitext_2arg_large.yaml
INFO  | 04/05/2026 11:53:26 AM | File _client.py           | Line 1025  | HTTP Request: HEAD https://huggingface.co/datasets/Salesforce/wikitext/resolve/main/README.md "HTTP/1.1 307 Temporary Redirect"
INFO  | 04/05/2026 11:53:26 AM | File _client.py           | Line 1025  | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/datasets/Salesforce/wikitext/b08601e04326c79dfdd32d625aee71d232d685c3/README.md "HTTP/1.1 200 OK"
INFO  | 04/05/2026 11:53:26 AM | File _client.py           | Line 1025  | HTTP Request: HEAD https://huggingface.co/datasets/wikitext/resolve/b08601e04326c79dfdd32d625aee71d232d685c3/wikitext.py "HTTP/1.1 307 Temporary Redirect"
INFO  | 04/05/2026 11:53:26 AM | File _client.py           | Line 1025  | HTTP Request: HEAD https://huggingface.co/datasets/Salesforce/wikitext/resolve/b08601e04326c79dfdd32d625aee71d232d685c3/wikitext.py "HTTP/1.1 404 Not Found"
INFO  | 04/05/2026 11:53:26 AM | File _client.py           | Line 1025  | HTTP Request: HEAD https://s3.amazonaws.com/datasets.huggingface.co/datasets/datasets/wikitext/wikitext.py "HTTP/1.1 200 OK"
INFO  | 04/05/2026 11:53:26 AM | File _client.py           | Line 1025  | HTTP Request: HEAD https://huggingface.co/datasets/wikitext/resolve/b08601e04326c79dfdd32d625aee71d232d685c3/.huggingface.yaml "HTTP/1.1 307 Temporary Redirect"
INFO  | 04/05/2026 11:53:26 AM | File _client.py           | Line 1025  | HTTP Request: HEAD https://huggingface.co/datasets/Salesforce/wikitext/resolve/b08601e04326c79dfdd32d625aee71d232d685c3/.huggingface.yaml "HTTP/1.1 404 Not Found"
INFO  | 04/05/2026 11:53:26 AM | File _client.py           | Line 1025  | HTTP Request: GET https://datasets-server.huggingface.co/info?dataset=wikitext "HTTP/1.1 404 Not Found"
INFO  | 04/05/2026 11:53:26 AM | File _client.py           | Line 1025  | HTTP Request: HEAD https://huggingface.co/datasets/wikitext/resolve/b08601e04326c79dfdd32d625aee71d232d685c3/dataset_infos.json "HTTP/1.1 307 Temporary Redirect"
INFO  | 04/05/2026 11:53:27 AM | File _client.py           | Line 1025  | HTTP Request: HEAD https://huggingface.co/datasets/Salesforce/wikitext/resolve/b08601e04326c79dfdd32d625aee71d232d685c3/dataset_infos.json "HTTP/1.1 404 Not Found"
INFO  | 04/05/2026 11:53:27 AM | File lm_runner.py         | Line 43    | Dataset (validation) ready. 213886 tokens, vocab=10000
INFO  | 04/05/2026 11:53:27 AM | File lm_runner.py         | Line 147   | Pretraining InnerNet on Gaussian target...
INFO  | 04/05/2026 11:53:28 AM | File lm_runner.py         | Line 159   | InnerNet pretrained.
INFO  | 04/05/2026 11:53:28 AM | File lm_runner.py         | Line 165   | [Seed 42] (1/5) Training InnerNetTransformer for 10 epochs...
INFO  | 04/05/2026 01:20:07 PM | File lm_runner.py         | Line 240   |   Seed 42 Ep 1/10: PPL = 245.29
INFO  | 04/05/2026 02:46:46 PM | File lm_runner.py         | Line 240   |   Seed 42 Ep 2/10: PPL = 174.19
INFO  | 04/05/2026 04:13:27 PM | File lm_runner.py         | Line 240   |   Seed 42 Ep 3/10: PPL = 142.76
INFO  | 04/05/2026 05:40:09 PM | File lm_runner.py         | Line 240   |   Seed 42 Ep 4/10: PPL = 123.45
INFO  | 04/05/2026 07:06:49 PM | File lm_runner.py         | Line 240   |   Seed 42 Ep 5/10: PPL = 110.44
INFO  | 04/05/2026 08:33:31 PM | File lm_runner.py         | Line 240   |   Seed 42 Ep 6/10: PPL = 102.40
INFO  | 04/05/2026 10:00:12 PM | File lm_runner.py         | Line 240   |   Seed 42 Ep 7/10: PPL = 96.06
INFO  | 04/05/2026 11:26:53 PM | File lm_runner.py         | Line 240   |   Seed 42 Ep 8/10: PPL = 91.33
INFO  | 04/06/2026 12:53:34 AM | File lm_runner.py         | Line 240   |   Seed 42 Ep 9/10: PPL = 87.95
INFO  | 04/06/2026 02:20:14 AM | File lm_runner.py         | Line 240   |   Seed 42 Ep 10/10: PPL = 86.07
INFO  | 04/06/2026 02:20:14 AM | File lm_runner.py         | Line 171   | [Seed 42] Done. Best PPL: 86.07
INFO  | 04/06/2026 02:20:14 AM | File lm_runner.py         | Line 165   | [Seed 43] (2/5) Training InnerNetTransformer for 10 epochs...
INFO  | 04/06/2026 03:46:55 AM | File lm_runner.py         | Line 240   |   Seed 43 Ep 1/10: PPL = 242.87
INFO  | 04/06/2026 05:13:35 AM | File lm_runner.py         | Line 240   |   Seed 43 Ep 2/10: PPL = 176.02
INFO  | 04/06/2026 06:40:14 AM | File lm_runner.py         | Line 240   |   Seed 43 Ep 3/10: PPL = 143.03
INFO  | 04/06/2026 08:06:53 AM | File lm_runner.py         | Line 240   |   Seed 43 Ep 4/10: PPL = 123.65
INFO  | 04/06/2026 09:33:32 AM | File lm_runner.py         | Line 240   |   Seed 43 Ep 5/10: PPL = 110.62
INFO  | 04/06/2026 11:00:12 AM | File lm_runner.py         | Line 240   |   Seed 43 Ep 6/10: PPL = 101.16
