INFO  | 04/07/2026 01:21:51 PM | File run.py               | Line 223   | Config: config/experiments/ppo_mountaincar_relu.yaml
INFO  | 04/07/2026 01:34:22 PM | File ppo_runner.py        | Line 183   |   Update 110/200: eval=-200.0
INFO  | 04/07/2026 01:34:37 PM | File ppo_runner.py        | Line 183   |   Update 120/200: eval=-200.0
INFO  | 04/07/2026 01:34:51 PM | File ppo_runner.py        | Line 183   |   Update 130/200: eval=-200.0
INFO  | 04/07/2026 01:35:06 PM | File ppo_runner.py        | Line 183   |   Update 140/200: eval=-200.0
INFO  | 04/07/2026 01:35:21 PM | File ppo_runner.py        | Line 183   |   Update 150/200: eval=-200.0
INFO  | 04/07/2026 01:35:35 PM | File ppo_runner.py        | Line 183   |   Update 160/200: eval=-200.0
INFO  | 04/07/2026 01:35:50 PM | File ppo_runner.py        | Line 183   |   Update 170/200: eval=-200.0
INFO  | 04/07/2026 01:36:05 PM | File ppo_runner.py        | Line 183   |   Update 180/200: eval=-200.0
INFO  | 04/07/2026 01:36:19 PM | File ppo_runner.py        | Line 183   |   Update 190/200: eval=-200.0
INFO  | 04/07/2026 01:36:34 PM | File ppo_runner.py        | Line 183   |   Update 200/200: eval=-200.0
INFO  | 04/07/2026 01:36:34 PM | File ppo_runner.py        | Line 73    | [Seed 44] Done. Final avg(last 20): -200.00
INFO  | 04/07/2026 01:36:34 PM | File ppo_runner.py        | Line 70    | [Seed 45] (4/10)
INFO  | 04/07/2026 01:36:36 PM | File ppo_runner.py        | Line 183   |   Update 1/200: eval=-200.0
INFO  | 04/07/2026 01:36:49 PM | File ppo_runner.py        | Line 183   |   Update 10/200: eval=-200.0
INFO  | 04/07/2026 01:37:04 PM | File ppo_runner.py        | Line 183   |   Update 20/200: eval=-200.0
INFO  | 04/07/2026 01:37:18 PM | File ppo_runner.py        | Line 183   |   Update 30/200: eval=-200.0
INFO  | 04/07/2026 01:37:33 PM | File ppo_runner.py        | Line 183   |   Update 40/200: eval=-200.0
INFO  | 04/07/2026 01:37:48 PM | File ppo_runner.py        | Line 183   |   Update 50/200: eval=-200.0
INFO  | 04/07/2026 01:38:02 PM | File ppo_runner.py        | Line 183   |   Update 60/200: eval=-200.0
INFO  | 04/07/2026 01:38:17 PM | File ppo_runner.py        | Line 183   |   Update 70/200: eval=-200.0
INFO  | 04/07/2026 01:38:32 PM | File ppo_runner.py        | Line 183   |   Update 80/200: eval=-200.0
INFO  | 04/07/2026 01:38:46 PM | File ppo_runner.py        | Line 183   |   Update 90/200: eval=-200.0
INFO  | 04/07/2026 01:39:01 PM | File ppo_runner.py        | Line 183   |   Update 100/200: eval=-200.0
INFO  | 04/07/2026 01:39:16 PM | File ppo_runner.py        | Line 183   |   Update 110/200: eval=-200.0
INFO  | 04/07/2026 01:39:30 PM | File ppo_runner.py        | Line 183   |   Update 120/200: eval=-200.0
INFO  | 04/07/2026 01:39:45 PM | File ppo_runner.py        | Line 183   |   Update 130/200: eval=-200.0
INFO  | 04/07/2026 01:40:00 PM | File ppo_runner.py        | Line 183   |   Update 140/200: eval=-200.0
INFO  | 04/07/2026 01:40:14 PM | File ppo_runner.py        | Line 183   |   Update 150/200: eval=-200.0
INFO  | 04/07/2026 01:40:29 PM | File ppo_runner.py        | Line 183   |   Update 160/200: eval=-200.0
INFO  | 04/07/2026 01:40:44 PM | File ppo_runner.py        | Line 183   |   Update 170/200: eval=-200.0
INFO  | 04/07/2026 01:40:58 PM | File ppo_runner.py        | Line 183   |   Update 180/200: eval=-200.0
INFO  | 04/07/2026 01:41:13 PM | File ppo_runner.py        | Line 183   |   Update 190/200: eval=-200.0
INFO  | 04/07/2026 01:41:28 PM | File ppo_runner.py        | Line 183   |   Update 200/200: eval=-200.0
INFO  | 04/07/2026 01:41:28 PM | File ppo_runner.py        | Line 73    | [Seed 45] Done. Final avg(last 20): -200.00
INFO  | 04/07/2026 01:41:28 PM | File ppo_runner.py        | Line 70    | [Seed 46] (5/10)
INFO  | 04/07/2026 01:41:30 PM | File ppo_runner.py        | Line 183   |   Update 1/200: eval=-200.0
INFO  | 04/07/2026 01:41:43 PM | File ppo_runner.py        | Line 183   |   Update 10/200: eval=-200.0
INFO  | 04/07/2026 01:41:58 PM | File ppo_runner.py        | Line 183   |   Update 20/200: eval=-200.0
INFO  | 04/07/2026 01:42:12 PM | File ppo_runner.py        | Line 183   |   Update 30/200: eval=-200.0
INFO  | 04/07/2026 01:42:27 PM | File ppo_runner.py        | Line 183   |   Update 40/200: eval=-200.0
INFO  | 04/07/2026 01:42:41 PM | File ppo_runner.py        | Line 183   |   Update 50/200: eval=-200.0
INFO  | 04/07/2026 01:42:56 PM | File ppo_runner.py        | Line 183   |   Update 60/200: eval=-200.0
INFO  | 04/07/2026 01:43:11 PM | File ppo_runner.py        | Line 183   |   Update 70/200: eval=-200.0
INFO  | 04/07/2026 01:43:25 PM | File ppo_runner.py        | Line 183   |   Update 80/200: eval=-200.0
INFO  | 04/07/2026 01:43:40 PM | File ppo_runner.py        | Line 183   |   Update 90/200: eval=-200.0
INFO  | 04/07/2026 01:43:55 PM | File ppo_runner.py        | Line 183   |   Update 100/200: eval=-200.0
INFO  | 04/07/2026 01:44:09 PM | File ppo_runner.py        | Line 183   |   Update 110/200: eval=-200.0
INFO  | 04/07/2026 01:44:24 PM | File ppo_runner.py        | Line 183   |   Update 120/200: eval=-200.0
INFO  | 04/07/2026 01:44:39 PM | File ppo_runner.py        | Line 183   |   Update 130/200: eval=-200.0
INFO  | 04/07/2026 01:44:53 PM | File ppo_runner.py        | Line 183   |   Update 140/200: eval=-200.0
INFO  | 04/07/2026 01:45:08 PM | File ppo_runner.py        | Line 183   |   Update 150/200: eval=-200.0
INFO  | 04/07/2026 01:45:23 PM | File ppo_runner.py        | Line 183   |   Update 160/200: eval=-200.0
INFO  | 04/07/2026 01:45:37 PM | File ppo_runner.py        | Line 183   |   Update 170/200: eval=-200.0
INFO  | 04/07/2026 01:45:52 PM | File ppo_runner.py        | Line 183   |   Update 180/200: eval=-200.0
INFO  | 04/07/2026 01:46:07 PM | File ppo_runner.py        | Line 183   |   Update 190/200: eval=-200.0
INFO  | 04/07/2026 01:46:21 PM | File ppo_runner.py        | Line 183   |   Update 200/200: eval=-200.0
INFO  | 04/07/2026 01:46:21 PM | File ppo_runner.py        | Line 73    | [Seed 46] Done. Final avg(last 20): -200.00
INFO  | 04/07/2026 01:46:21 PM | File ppo_runner.py        | Line 70    | [Seed 47] (6/10)
INFO  | 04/07/2026 01:46:23 PM | File ppo_runner.py        | Line 183   |   Update 1/200: eval=-200.0
INFO  | 04/07/2026 01:46:36 PM | File ppo_runner.py        | Line 183   |   Update 10/200: eval=-200.0
INFO  | 04/07/2026 01:46:51 PM | File ppo_runner.py        | Line 183   |   Update 20/200: eval=-200.0
INFO  | 04/07/2026 01:47:06 PM | File ppo_runner.py        | Line 183   |   Update 30/200: eval=-200.0
INFO  | 04/07/2026 01:47:20 PM | File ppo_runner.py        | Line 183   |   Update 40/200: eval=-200.0
INFO  | 04/07/2026 01:47:35 PM | File ppo_runner.py        | Line 183   |   Update 50/200: eval=-200.0
INFO  | 04/07/2026 01:47:50 PM | File ppo_runner.py        | Line 183   |   Update 60/200: eval=-200.0
INFO  | 04/07/2026 01:48:04 PM | File ppo_runner.py        | Line 183   |   Update 70/200: eval=-200.0
INFO  | 04/07/2026 01:48:19 PM | File ppo_runner.py        | Line 183   |   Update 80/200: eval=-200.0
INFO  | 04/07/2026 01:48:33 PM | File ppo_runner.py        | Line 183   |   Update 90/200: eval=-200.0
INFO  | 04/07/2026 01:48:48 PM | File ppo_runner.py        | Line 183   |   Update 100/200: eval=-200.0
INFO  | 04/07/2026 01:49:03 PM | File ppo_runner.py        | Line 183   |   Update 110/200: eval=-200.0
INFO  | 04/07/2026 01:49:17 PM | File ppo_runner.py        | Line 183   |   Update 120/200: eval=-200.0
INFO  | 04/07/2026 01:49:32 PM | File ppo_runner.py        | Line 183   |   Update 130/200: eval=-200.0
INFO  | 04/07/2026 01:49:47 PM | File ppo_runner.py        | Line 183   |   Update 140/200: eval=-200.0
INFO  | 04/07/2026 01:50:01 PM | File ppo_runner.py        | Line 183   |   Update 150/200: eval=-200.0
INFO  | 04/07/2026 01:50:16 PM | File ppo_runner.py        | Line 183   |   Update 160/200: eval=-200.0
INFO  | 04/07/2026 01:50:30 PM | File ppo_runner.py        | Line 183   |   Update 170/200: eval=-200.0
INFO  | 04/07/2026 01:50:45 PM | File ppo_runner.py        | Line 183   |   Update 180/200: eval=-200.0
INFO  | 04/07/2026 01:51:00 PM | File ppo_runner.py        | Line 183   |   Update 190/200: eval=-200.0
INFO  | 04/07/2026 01:51:14 PM | File ppo_runner.py        | Line 183   |   Update 200/200: eval=-200.0
INFO  | 04/07/2026 01:51:14 PM | File ppo_runner.py        | Line 73    | [Seed 47] Done. Final avg(last 20): -200.00
INFO  | 04/07/2026 01:51:14 PM | File ppo_runner.py        | Line 70    | [Seed 48] (7/10)
INFO  | 04/07/2026 01:51:16 PM | File ppo_runner.py        | Line 183   |   Update 1/200: eval=-200.0
INFO  | 04/07/2026 01:51:29 PM | File ppo_runner.py        | Line 183   |   Update 10/200: eval=-200.0
INFO  | 04/07/2026 01:51:44 PM | File ppo_runner.py        | Line 183   |   Update 20/200: eval=-200.0
INFO  | 04/07/2026 01:51:59 PM | File ppo_runner.py        | Line 183   |   Update 30/200: eval=-200.0
INFO  | 04/07/2026 01:52:13 PM | File ppo_runner.py        | Line 183   |   Update 40/200: eval=-200.0
INFO  | 04/07/2026 01:52:28 PM | File ppo_runner.py        | Line 183   |   Update 50/200: eval=-200.0
INFO  | 04/07/2026 01:52:43 PM | File ppo_runner.py        | Line 183   |   Update 60/200: eval=-200.0
INFO  | 04/07/2026 01:52:57 PM | File ppo_runner.py        | Line 183   |   Update 70/200: eval=-200.0
INFO  | 04/07/2026 01:53:12 PM | File ppo_runner.py        | Line 183   |   Update 80/200: eval=-200.0
INFO  | 04/07/2026 01:53:27 PM | File ppo_runner.py        | Line 183   |   Update 90/200: eval=-200.0
INFO  | 04/07/2026 01:53:41 PM | File ppo_runner.py        | Line 183   |   Update 100/200: eval=-200.0
INFO  | 04/07/2026 01:53:56 PM | File ppo_runner.py        | Line 183   |   Update 110/200: eval=-200.0
INFO  | 04/07/2026 01:54:11 PM | File ppo_runner.py        | Line 183   |   Update 120/200: eval=-200.0
INFO  | 04/07/2026 01:54:25 PM | File ppo_runner.py        | Line 183   |   Update 130/200: eval=-200.0
INFO  | 04/07/2026 01:54:40 PM | File ppo_runner.py        | Line 183   |   Update 140/200: eval=-200.0
INFO  | 04/07/2026 01:54:54 PM | File ppo_runner.py        | Line 183   |   Update 150/200: eval=-200.0
INFO  | 04/07/2026 01:55:09 PM | File ppo_runner.py        | Line 183   |   Update 160/200: eval=-200.0
INFO  | 04/07/2026 01:55:24 PM | File ppo_runner.py        | Line 183   |   Update 170/200: eval=-200.0
INFO  | 04/07/2026 01:55:38 PM | File ppo_runner.py        | Line 183   |   Update 180/200: eval=-200.0
INFO  | 04/07/2026 01:55:53 PM | File ppo_runner.py        | Line 183   |   Update 190/200: eval=-200.0
INFO  | 04/07/2026 01:56:08 PM | File ppo_runner.py        | Line 183   |   Update 200/200: eval=-200.0
INFO  | 04/07/2026 01:56:08 PM | File ppo_runner.py        | Line 73    | [Seed 48] Done. Final avg(last 20): -200.00
INFO  | 04/07/2026 01:56:08 PM | File ppo_runner.py        | Line 70    | [Seed 49] (8/10)
INFO  | 04/07/2026 01:56:10 PM | File ppo_runner.py        | Line 183   |   Update 1/200: eval=-200.0
INFO  | 04/07/2026 01:56:23 PM | File ppo_runner.py        | Line 183   |   Update 10/200: eval=-200.0
INFO  | 04/07/2026 01:56:37 PM | File ppo_runner.py        | Line 183   |   Update 20/200: eval=-200.0
INFO  | 04/07/2026 01:56:52 PM | File ppo_runner.py        | Line 183   |   Update 30/200: eval=-200.0
INFO  | 04/07/2026 01:57:07 PM | File ppo_runner.py        | Line 183   |   Update 40/200: eval=-200.0
INFO  | 04/07/2026 01:57:21 PM | File ppo_runner.py        | Line 183   |   Update 50/200: eval=-200.0
INFO  | 04/07/2026 01:57:36 PM | File ppo_runner.py        | Line 183   |   Update 60/200: eval=-200.0
INFO  | 04/07/2026 01:57:51 PM | File ppo_runner.py        | Line 183   |   Update 70/200: eval=-200.0
INFO  | 04/07/2026 01:58:06 PM | File ppo_runner.py        | Line 183   |   Update 80/200: eval=-200.0
INFO  | 04/07/2026 01:58:20 PM | File ppo_runner.py        | Line 183   |   Update 90/200: eval=-200.0
INFO  | 04/07/2026 01:58:35 PM | File ppo_runner.py        | Line 183   |   Update 100/200: eval=-200.0
INFO  | 04/07/2026 01:58:49 PM | File ppo_runner.py        | Line 183   |   Update 110/200: eval=-200.0
INFO  | 04/07/2026 01:59:04 PM | File ppo_runner.py        | Line 183   |   Update 120/200: eval=-200.0
INFO  | 04/07/2026 01:59:19 PM | File ppo_runner.py        | Line 183   |   Update 130/200: eval=-200.0
INFO  | 04/07/2026 01:59:33 PM | File ppo_runner.py        | Line 183   |   Update 140/200: eval=-200.0
INFO  | 04/07/2026 01:59:48 PM | File ppo_runner.py        | Line 183   |   Update 150/200: eval=-200.0
INFO  | 04/07/2026 02:00:03 PM | File ppo_runner.py        | Line 183   |   Update 160/200: eval=-200.0
INFO  | 04/07/2026 02:00:17 PM | File ppo_runner.py        | Line 183   |   Update 170/200: eval=-200.0
INFO  | 04/07/2026 02:00:32 PM | File ppo_runner.py        | Line 183   |   Update 180/200: eval=-200.0
INFO  | 04/07/2026 02:00:47 PM | File ppo_runner.py        | Line 183   |   Update 190/200: eval=-200.0
INFO  | 04/07/2026 02:01:01 PM | File ppo_runner.py        | Line 183   |   Update 200/200: eval=-200.0
INFO  | 04/07/2026 02:01:01 PM | File ppo_runner.py        | Line 73    | [Seed 49] Done. Final avg(last 20): -200.00
INFO  | 04/07/2026 02:01:01 PM | File ppo_runner.py        | Line 70    | [Seed 50] (9/10)
INFO  | 04/07/2026 02:01:03 PM | File ppo_runner.py        | Line 183   |   Update 1/200: eval=-200.0
INFO  | 04/07/2026 02:01:16 PM | File ppo_runner.py        | Line 183   |   Update 10/200: eval=-200.0
INFO  | 04/07/2026 02:01:31 PM | File ppo_runner.py        | Line 183   |   Update 20/200: eval=-200.0
INFO  | 04/07/2026 02:01:46 PM | File ppo_runner.py        | Line 183   |   Update 30/200: eval=-200.0
INFO  | 04/07/2026 02:02:00 PM | File ppo_runner.py        | Line 183   |   Update 40/200: eval=-200.0
INFO  | 04/07/2026 02:02:15 PM | File ppo_runner.py        | Line 183   |   Update 50/200: eval=-200.0
INFO  | 04/07/2026 02:02:30 PM | File ppo_runner.py        | Line 183   |   Update 60/200: eval=-200.0
INFO  | 04/07/2026 02:02:44 PM | File ppo_runner.py        | Line 183   |   Update 70/200: eval=-200.0
INFO  | 04/07/2026 02:02:59 PM | File ppo_runner.py        | Line 183   |   Update 80/200: eval=-200.0
INFO  | 04/07/2026 02:03:14 PM | File ppo_runner.py        | Line 183   |   Update 90/200: eval=-200.0
INFO  | 04/07/2026 02:03:28 PM | File ppo_runner.py        | Line 183   |   Update 100/200: eval=-200.0
INFO  | 04/07/2026 02:03:43 PM | File ppo_runner.py        | Line 183   |   Update 110/200: eval=-200.0
INFO  | 04/07/2026 02:03:58 PM | File ppo_runner.py        | Line 183   |   Update 120/200: eval=-200.0
INFO  | 04/07/2026 02:04:12 PM | File ppo_runner.py        | Line 183   |   Update 130/200: eval=-200.0
INFO  | 04/07/2026 02:04:27 PM | File ppo_runner.py        | Line 183   |   Update 140/200: eval=-200.0
INFO  | 04/07/2026 02:04:41 PM | File ppo_runner.py        | Line 183   |   Update 150/200: eval=-200.0
INFO  | 04/07/2026 02:04:56 PM | File ppo_runner.py        | Line 183   |   Update 160/200: eval=-200.0
INFO  | 04/07/2026 02:05:11 PM | File ppo_runner.py        | Line 183   |   Update 170/200: eval=-200.0
INFO  | 04/07/2026 02:05:25 PM | File ppo_runner.py        | Line 183   |   Update 180/200: eval=-200.0
INFO  | 04/07/2026 02:05:40 PM | File ppo_runner.py        | Line 183   |   Update 190/200: eval=-200.0
INFO  | 04/07/2026 02:05:55 PM | File ppo_runner.py        | Line 183   |   Update 200/200: eval=-200.0
INFO  | 04/07/2026 02:05:55 PM | File ppo_runner.py        | Line 73    | [Seed 50] Done. Final avg(last 20): -200.00
INFO  | 04/07/2026 02:05:55 PM | File ppo_runner.py        | Line 70    | [Seed 51] (10/10)
INFO  | 04/07/2026 02:05:57 PM | File ppo_runner.py        | Line 183   |   Update 1/200: eval=-200.0
INFO  | 04/07/2026 02:06:10 PM | File ppo_runner.py        | Line 183   |   Update 10/200: eval=-200.0
INFO  | 04/07/2026 02:06:25 PM | File ppo_runner.py        | Line 183   |   Update 20/200: eval=-200.0
INFO  | 04/07/2026 02:06:39 PM | File ppo_runner.py        | Line 183   |   Update 30/200: eval=-200.0
INFO  | 04/07/2026 02:06:54 PM | File ppo_runner.py        | Line 183   |   Update 40/200: eval=-200.0
INFO  | 04/07/2026 02:07:09 PM | File ppo_runner.py        | Line 183   |   Update 50/200: eval=-200.0
INFO  | 04/07/2026 02:07:23 PM | File ppo_runner.py        | Line 183   |   Update 60/200: eval=-200.0
INFO  | 04/07/2026 02:07:38 PM | File ppo_runner.py        | Line 183   |   Update 70/200: eval=-200.0
INFO  | 04/07/2026 02:07:53 PM | File ppo_runner.py        | Line 183   |   Update 80/200: eval=-200.0
INFO  | 04/07/2026 02:08:07 PM | File ppo_runner.py        | Line 183   |   Update 90/200: eval=-200.0
INFO  | 04/07/2026 02:08:22 PM | File ppo_runner.py        | Line 183   |   Update 100/200: eval=-200.0
INFO  | 04/07/2026 02:08:37 PM | File ppo_runner.py        | Line 183   |   Update 110/200: eval=-200.0
INFO  | 04/07/2026 02:08:51 PM | File ppo_runner.py        | Line 183   |   Update 120/200: eval=-200.0
INFO  | 04/07/2026 02:09:06 PM | File ppo_runner.py        | Line 183   |   Update 130/200: eval=-200.0
INFO  | 04/07/2026 02:09:21 PM | File ppo_runner.py        | Line 183   |   Update 140/200: eval=-200.0
INFO  | 04/07/2026 02:09:35 PM | File ppo_runner.py        | Line 183   |   Update 150/200: eval=-200.0
INFO  | 04/07/2026 02:09:50 PM | File ppo_runner.py        | Line 183   |   Update 160/200: eval=-200.0
INFO  | 04/07/2026 02:10:04 PM | File ppo_runner.py        | Line 183   |   Update 170/200: eval=-200.0
INFO  | 04/07/2026 02:10:19 PM | File ppo_runner.py        | Line 183   |   Update 180/200: eval=-200.0
INFO  | 04/07/2026 02:10:34 PM | File ppo_runner.py        | Line 183   |   Update 190/200: eval=-200.0
INFO  | 04/07/2026 02:10:48 PM | File ppo_runner.py        | Line 183   |   Update 200/200: eval=-200.0
INFO  | 04/07/2026 02:10:48 PM | File ppo_runner.py        | Line 73    | [Seed 51] Done. Final avg(last 20): -200.00
INFO  | 04/07/2026 02:10:48 PM | File ppo_runner.py        | Line 88    | Results saved to exp/ppo_mountaincar_relu_20260407_132150_79b814fa/rl_results.p
INFO  | 04/07/2026 02:10:48 PM | File run.py               | Line 300   | Experiment completed!
