INFO  | 04/05/2026 07:22:53 PM | File run.py               | Line 213   | Config: config/experiments/mlp_speechcmd_relu.yaml
INFO  | 04/05/2026 07:23:56 PM | File utils.py             | Line 22    | ./data/speech_commands/SpeechCommands/speech_commands_v0.02/./eight/472b8045_nohash_1.wav already extracted.
INFO  | 04/05/2026 07:23:56 PM | File utils.py             | Line 22    | ./data/speech_commands/SpeechCommands/speech_commands_v0.02/./eight/64e48f55_nohash_1.wav already extracted.
INFO  | 04/05/2026 07:23:56 PM | File utils.py             | Line 22    | ./data/speech_commands/SpeechCommands/speech_commands_v0.02/./eight/ab46af55_nohash_2.wav already extracted.
INFO  | 04/05/2026 07:23:56 PM | File utils.py             | Line 22    | ./data/speech_commands/SpeechCommands/speech_commands_v0.02/./eight/6969e51a_nohash_0.wav already extracted.
INFO  | 04/05/2026 07:23:56 PM | File utils.py             | Line 22    | ./data/speech_commands/SpeechCommands/speech_commands_v0.02/./eight/48bdc11c_nohash_0.wav already extracted.
INFO  | 04/05/2026 07:23:56 PM | File utils.py             | Line 22    | ./data/speech_commands/SpeechCommands/speech_commands_v0.02/./eight/2e75d37a_nohash_1.wav already extracted.
INFO  | 04/05/2026 07:23:56 PM | File utils.py             | Line 22    | ./data/speech_commands/SpeechCommands/speech_commands_v0.02/./eight/cb2929ce_nohash_4.wav already extracted.
INFO  | 04/05/2026 07:23:56 PM | File utils.py             | Line 22    | ./data/speech_commands/SpeechCommands/speech_commands_v0.02/./eight/a6285644_nohash_2.wav already extracted.
INFO  | 04/05/2026 07:23:56 PM | File utils.py             | Line 22    | ./data/speech_commands/SpeechCommands/speech_commands_v0.02/./eight/f30285c8_nohash_2.wav already extracted.
INFO  | 04/05/2026 07:23:56 PM | File utils.py             | Line 22    | ./data/speech_commands/SpeechCommands/speech_commands_v0.02/./eight/01b4757a_nohash_0.wav already extracted.
INFO  | 04/05/2026 07:23:56 PM | File utils.py             | Line 22    | ./data/speech_commands/SpeechCommands/speech_commands_v0.02/./eight/ea1f888c_nohash_0.wav already extracted.
INFO  | 04/05/2026 07:23:56 PM | File utils.py             | Line 22    | ./data/speech_commands/SpeechCommands/speech_commands_v0.02/./eight/a6285644_nohash_1.wav already extracted.
INFO  | 04/05/2026 07:23:56 PM | File utils.py             | Line 22    | ./data/speech_commands/SpeechCommands/speech_commands_v0.02/./eight/45692b02_nohash_0.wav already extracted.
INFO  | 04/05/2026 07:23:56 PM | File utils.py             | Line 22    | ./data/speech_commands/SpeechCommands/speech_commands_v0.02/./eight/f68160c0_nohash_3.wav already extracted.
INFO  | 04/05/2026 07:23:56 PM | File utils.py             | Line 22    | ./data/speech_commands/SpeechCommands/speech_commands_v0.02/./eight/88120683_nohash_0.wav already extracted.
INFO  | 04/05/2026 07:23:56 PM | File utils.py             | Line 22    | ./data/speech_commands/SpeechCommands/speech_commands_v0.02/./eight/f44f440f_nohash_2.wav already extracted.
INFO  | 04/05/2026 07:23:56 PM | File utils.py             | Line 22    | ./data/speech_commands/SpeechCommands/speech_commands_v0.02/./eight/1ecfb537_nohash_2.wav already extracted.
INFO  | 04/05/2026 07:23:56 PM | File utils.py             | Line 22    | ./data/speech_commands/SpeechCommands/speech_commands_v0.02/./eight/5769c5ab_nohash_4.wav already extracted.
INFO  | 04/05/2026 07:23:56 PM | File utils.py             | Line 22    | ./data/speech_commands/SpeechCommands/speech_commands_v0.02/./eight/7ff4fc72_nohash_0.wav already extracted.
INFO  | 04/05/2026 07:23:56 PM | File utils.py             | Line 22    | ./data/speech_commands/SpeechCommands/speech_commands_v0.02/./eight/57b68383_nohash_2.wav already extracted.
INFO  | 04/05/2026 07:23:56 PM | File utils.py             | Line 22    | ./data/speech_commands/SpeechCommands/speech_commands_v0.02/./eight/50f55535_nohash_0.wav already extracted.
INFO  | 04/05/2026 07:23:56 PM | File utils.py             | Line 22    | ./data/speech_commands/SpeechCommands/speech_commands_v0.02/./eight/1e02ffc5_nohash_0.wav already extracted.
INFO  | 04/05/2026 07:23:56 PM | File utils.py             | Line 22    | ./data/speech_commands/SpeechCommands/speech_commands_v0.02/./eight/cd7f8c1b_nohash_2.wav already extracted.
INFO  | 04/05/2026 07:23:56 PM | File utils.py             | Line 22    | ./data/speech_commands/SpeechCommands/speech_commands_v0.02/./eight/a04817c2_nohash_2.wav already extracted.
INFO  | 04/05/2026 07:23:56 PM | File utils.py             | Line 22    | ./data/speech_commands/SpeechCommands/speech_commands_v0.02/./eight/bb05582b_nohash_2.wav already extracted.
INFO  | 04/05/2026 07:23:56 PM | File utils.py             | Line 22    | ./data/speech_commands/SpeechCommands/speech_commands_v0.02/./eight/b8872c20_nohash_0.wav already extracted.
INFO  | 04/05/2026 07:23:56 PM | File utils.py             | Line 22    | ./data/speech_commands/SpeechCommands/speech_commands_v0.02/./eight/d3d8fcd0_nohash_0.wav already extracted.
INFO  | 04/05/2026 07:23:56 PM | File utils.py             | Line 22    | ./data/speech_commands/SpeechCommands/speech_commands_v0.02/./eight/4a4e28f1_nohash_3.wav already extracted.
INFO  | 04/05/2026 07:23:56 PM | File utils.py             | Line 22    | ./data/speech_commands/SpeechCommands/speech_commands_v0.02/./eight/3102f006_nohash_3.wav already extracted.
INFO  | 04/05/2026 07:23:56 PM | File utils.py             | Line 22    | ./data/speech_commands/SpeechCommands/speech_commands_v0.02/./eight/9587481f_nohash_0.wav already extracted.
INFO  | 04/05/2026 07:23:56 PM | File utils.py             | Line 22    | ./data/speech_commands/SpeechCommands/speech_commands_v0.02/./eight/eb3f7d82_nohash_1.wav already extracted.
INFO  | 04/05/2026 07:23:56 PM | File utils.py             | Line 22    | ./data/speech_commands/SpeechCommands/speech_commands_v0.02/./eight/226537ab_nohash_0.wav already extracted.
INFO  | 04/05/2026 07:23:56 PM | File utils.py             | Line 22    | ./data/speech_commands/SpeechCommands/speech_commands_v0.02/./eight/e99d36c8_nohash_1.wav already extracted.
INFO  | 04/05/2026 07:23:56 PM | File utils.py             | Line 22    | ./data/speech_commands/SpeechCommands/speech_commands_v0.02/./eight/85851131_nohash_0.wav already extracted.
INFO  | 04/05/2026 07:23:56 PM | File utils.py             | Line 22    | ./data/speech_commands/SpeechCommands/speech_commands_v0.02/./eight/de89e2ca_nohash_4.wav already extracted.
INFO  | 04/05/2026 07:23:56 PM | File utils.py             | Line 22    | ./data/speech_commands/SpeechCommands/speech_commands_v0.02/./eight/af790082_nohash_0.wav already extracted.
INFO  | 04/05/2026 07:23:56 PM | File utils.py             | Line 22    | ./data/speech_commands/SpeechCommands/speech_commands_v0.02/./eight/f035e2ea_nohash_5.wav already extracted.
INFO  | 04/05/2026 07:23:56 PM | File utils.py             | Line 22    | ./data/speech_commands/SpeechCommands/speech_commands_v0.02/./eight/57152045_nohash_3.wav already extracted.
INFO  | 04/05/2026 07:23:56 PM | File utils.py             | Line 22    | ./data/speech_commands/SpeechCommands/speech_commands_v0.02/./eight/a3502f15_nohash_0.wav already extracted.
INFO  | 04/05/2026 07:23:56 PM | File utils.py             | Line 22    | ./data/speech_commands/SpeechCommands/speech_commands_v0.02/./eight/8ff44869_nohash_1.wav already extracted.
INFO  | 04/05/2026 07:23:56 PM | File utils.py             | Line 22    | ./data/speech_commands/SpeechCommands/speech_commands_v0.02/./eight/4def68db_nohash_2.wav already extracted.
INFO  | 04/05/2026 07:23:56 PM | File utils.py             | Line 22    | ./data/speech_commands/SpeechCommands/speech_commands_v0.02/./eight/73f20b00_nohash_3.wav already extracted.
INFO  | 04/05/2026 07:23:56 PM | File utils.py             | Line 22    | ./data/speech_commands/SpeechCommands/speech_commands_v0.02/./eight/5af0ca83_nohash_0.wav already extracted.
INFO  | 04/05/2026 07:23:56 PM | File utils.py             | Line 22    | ./data/speech_commands/SpeechCommands/speech_commands_v0.02/./eight/fafe8101_nohash_0.wav already extracted.
INFO  | 04/05/2026 07:23:56 PM | File utils.py             | Line 22    | ./data/speech_commands/SpeechCommands/speech_commands_v0.02/./eight/f06190c1_nohash_3.wav already extracted.
INFO  | 04/05/2026 07:23:56 PM | File utils.py             | Line 22    | ./data/speech_commands/SpeechCommands/speech_commands_v0.02/./eight/9f63152b_nohash_0.wav already extracted.
INFO  | 04/05/2026 07:23:56 PM | File utils.py             | Line 22    | ./data/speech_commands/SpeechCommands/speech_commands_v0.02/./eight/87728a88_nohash_2.wav already extracted.
INFO  | 04/05/2026 07:23:56 PM | File utils.py             | Line 22    | ./data/speech_commands/SpeechCommands/speech_commands_v0.02/./eight/c1d39ce8_nohash_5.wav already extracted.
INFO  | 04/05/2026 07:23:56 PM | File utils.py             | Line 22    | ./data/speech_commands/SpeechCommands/speech_commands_v0.02/./eight/42a99aec_nohash_0.wav already extracted.
INFO  | 04/05/2026 07:23:56 PM | File utils.py             | Line 22    | ./data/speech_commands/SpeechCommands/speech_commands_v0.02/./eight/d107dc42_nohash_0.wav already extracted.
INFO  | 04/05/2026 07:23:56 PM | File utils.py             | Line 22    | ./data/speech_commands/SpeechCommands/speech_commands_v0.02/./eight/c7dc7278_nohash_3.wav already extracted.
INFO  | 04/05/2026 07:23:56 PM | File utils.py             | Line 22    | ./data/speech_commands/SpeechCommands/speech_commands_v0.02/./eight/78884794_nohash_1.wav already extracted.
INFO  | 04/05/2026 07:23:56 PM | File utils.py             | Line 22    | ./data/speech_commands/SpeechCommands/speech_commands_v0.02/./eight/325a0c39_nohash_0.wav already extracted.
INFO  | 04/05/2026 07:23:56 PM | File utils.py             | Line 22    | ./data/speech_commands/SpeechCommands/speech_commands_v0.02/./eight/735845ab_nohash_0.wav already extracted.
INFO  | 04/05/2026 07:23:56 PM | File utils.py             | Line 22    | ./data/speech_commands/SpeechCommands/speech_commands_v0.02/./eight/fc2411fe_nohash_0.wav already extracted.
INFO  | 04/05/2026 07:23:56 PM | File utils.py             | Line 22    | ./data/speech_commands/SpeechCommands/speech_commands_v0.02/./eight/68dd409e_nohash_0.wav already extracted.
INFO  | 04/05/2026 07:23:56 PM | File utils.py             | Line 22    | ./data/speech_commands/SpeechCommands/speech_commands_v0.02/./eight/a13e0a74_nohash_0.wav already extracted.
INFO  | 04/05/2026 07:23:56 PM | File utils.py             | Line 22    | ./data/speech_commands/SpeechCommands/speech_commands_v0.02/./eight/4c6944d6_nohash_7.wav already extracted.
INFO  | 04/05/2026 07:23:56 PM | File utils.py             | Line 22    | ./data/speech_commands/SpeechCommands/speech_commands_v0.02/./eight/6aa8def4_nohash_0.wav already extracted.
INFO  | 04/05/2026 07:23:56 PM | File utils.py             | Line 22    | ./data/speech_commands/SpeechCommands/speech_commands_v0.02/./eight/435695e3_nohash_3.wav already extracted.
INFO  | 04/05/2026 07:23:56 PM | File utils.py             | Line 22    | ./data/speech_commands/SpeechCommands/speech_commands_v0.02/./eight/73f20b00_nohash_4.wav already extracted.
INFO  | 04/05/2026 07:23:56 PM | File utils.py             | Line 22    | ./data/speech_commands/SpeechCommands/speech_commands_v0.02/./eight/59b98a22_nohash_2.wav already extracted.
INFO  | 04/05/2026 07:23:56 PM | File utils.py             | Line 22    | ./data/speech_commands/SpeechCommands/speech_commands_v0.02/./eight/8dd24423_nohash_1.wav already extracted.
INFO  | 04/05/2026 07:23:56 PM | File utils.py             | Line 22    | ./data/speech_commands/SpeechCommands/speech_commands_v0.02/./eight/9aa21fa9_nohash_2.wav already extracted.
INFO  | 04/05/2026 07:23:56 PM | File utils.py             | Line 22    | ./data/speech_commands/SpeechCommands/speech_commands_v0.02/./eight/471a0925_nohash_4.wav already extracted.
INFO  | 04/05/2026 07:23:56 PM | File utils.py             | Line 22    | ./data/speech_commands/SpeechCommands/speech_commands_v0.02/./eight/a6f2fd71_nohash_2.wav already extracted.
INFO  | 04/05/2026 07:23:56 PM | File utils.py             | Line 22    | ./data/speech_commands/SpeechCommands/speech_commands_v0.02/./eight/4a4e28f1_nohash_1.wav already extracted.
INFO  | 04/05/2026 07:23:56 PM | File utils.py             | Line 22    | ./data/speech_commands/SpeechCommands/speech_commands_v0.02/./eight/f19c1390_nohash_4.wav already extracted.
INFO  | 04/05/2026 07:23:56 PM | File utils.py             | Line 22    | ./data/speech_commands/SpeechCommands/speech_commands_v0.02/./eight/e91d173e_nohash_1.wav already extracted.
INFO  | 04/05/2026 07:23:56 PM | File utils.py             | Line 22    | ./data/speech_commands/SpeechCommands/speech_commands_v0.02/./eight/e9bc5cc2_nohash_1.wav already extracted.
INFO  | 04/05/2026 07:23:56 PM | File utils.py             | Line 22    | ./data/speech_commands/SpeechCommands/speech_commands_v0.02/./eight/57152045_nohash_2.wav already extracted.
INFO  | 04/05/2026 07:23:56 PM | File utils.py             | Line 22    | ./data/speech_commands/SpeechCommands/speech_commands_v0.02/./eight/e882abb2_nohash_3.wav already extracted.
INFO  | 04/05/2026 07:23:56 PM | File utils.py             | Line 22    | ./data/speech_commands/SpeechCommands/speech_commands_v0.02/./eight/a1cf7fd8_nohash_0.wav already extracted.
INFO  | 04/05/2026 07:23:56 PM | File utils.py             | Line 22    | ./data/speech_commands/SpeechCommands/speech_commands_v0.02/./eight/81a345a3_nohash_0.wav already extracted.
INFO  | 04/05/2026 07:23:56 PM | File utils.py             | Line 22    | ./data/speech_commands/SpeechCommands/speech_commands_v0.02/./eight/b66f4f93_nohash_4.wav already extracted.
INFO  | 04/05/2026 07:23:56 PM | File utils.py             | Line 22    | ./data/speech_commands/SpeechCommands/speech_commands_v0.02/./eight/cd911ace_nohash_1.wav already extracted.
INFO  | 04/05/2026 07:23:56 PM | File utils.py             | Line 22    | ./data/speech_commands/SpeechCommands/speech_commands_v0.02/./eight/61ab8fbc_nohash_2.wav already extracted.
INFO  | 04/05/2026 07:23:56 PM | File utils.py             | Line 22    | ./data/speech_commands/SpeechCommands/speech_commands_v0.02/./eight/61ab8fbc_nohash_0.wav already extracted.
INFO  | 04/05/2026 07:23:56 PM | File utils.py             | Line 22    | ./data/speech_commands/SpeechCommands/speech_commands_v0.02/./eight/86402da1_nohash_1.wav already extracted.
INFO  | 04/05/2026 07:23:56 PM | File utils.py             | Line 22    | ./data/speech_commands/SpeechCommands/speech_commands_v0.02/./eight/4fd4d073_nohash_0.wav already extracted.
INFO  | 04/05/2026 07:23:56 PM | File utils.py             | Line 22    | ./data/speech_commands/SpeechCommands/speech_commands_v0.02/./eight/a8e25ebb_nohash_1.wav already extracted.
INFO  | 04/05/2026 07:23:56 PM | File utils.py             | Line 22    | ./data/speech_commands/SpeechCommands/speech_commands_v0.02/./eight/6904f0cb_nohash_0.wav already extracted.
INFO  | 04/05/2026 07:23:56 PM | File utils.py             | Line 22    | ./data/speech_commands/SpeechCommands/speech_commands_v0.02/./eight/964c7c9e_nohash_0.wav already extracted.
INFO  | 04/05/2026 07:23:56 PM | File utils.py             | Line 22    | ./data/speech_commands/SpeechCommands/speech_commands_v0.02/./eight/3cfc6b3a_nohash_1.wav already extracted.
INFO  | 04/05/2026 07:23:56 PM | File utils.py             | Line 22    | ./data/speech_commands/SpeechCommands/speech_commands_v0.02/./eight/fbb2f6cc_nohash_3.wav already extracted.
INFO  | 04/05/2026 07:23:56 PM | File utils.py             | Line 22    | ./data/speech_commands/SpeechCommands/speech_commands_v0.02/./eight/6fca237d_nohash_1.wav already extracted.
INFO  | 04/05/2026 07:23:56 PM | File utils.py             | Line 22    | ./data/speech_commands/SpeechCommands/speech_commands_v0.02/./eight/71e6ab20_nohash_1.wav already extracted.
INFO  | 04/05/2026 07:23:56 PM | File utils.py             | Line 22    | ./data/speech_commands/SpeechCommands/speech_commands_v0.02/./eight/605ed0ff_nohash_1.wav already extracted.
INFO  | 04/05/2026 07:23:56 PM | File utils.py             | Line 22    | ./data/speech_commands/SpeechCommands/speech_commands_v0.02/./eight/8aa35b0c_nohash_1.wav already extracted.
INFO  | 04/05/2026 07:23:56 PM | File utils.py             | Line 22    | ./data/speech_commands/SpeechCommands/speech_commands_v0.02/./eight/3a69f765_nohash_0.wav already extracted.
INFO  | 04/05/2026 07:23:56 PM | File utils.py             | Line 22    | ./data/speech_commands/SpeechCommands/speech_commands_v0.02/./eight/1f653d27_nohash_1.wav already extracted.
INFO  | 04/05/2026 07:23:56 PM | File utils.py             | Line 22    | ./data/speech_commands/SpeechCommands/speech_commands_v0.02/./eight/56eb74ae_nohash_0.wav already extracted.
INFO  | 04/05/2026 07:23:56 PM | File utils.py             | Line 22    | ./data/speech_commands/SpeechCommands/speech_commands_v0.02/./eight/e62056e2_nohash_0.wav already extracted.
INFO  | 04/05/2026 07:23:56 PM | File utils.py             | Line 22    | ./data/speech_commands/SpeechCommands/speech_commands_v0.02/./eight/cce7416f_nohash_2.wav already extracted.
INFO  | 04/05/2026 07:23:56 PM | File utils.py             | Line 22    | ./data/speech_commands/SpeechCommands/speech_commands_v0.02/./eight/b414c653_nohash_0.wav already extracted.
INFO  | 04/05/2026 07:23:56 PM | File utils.py             | Line 22    | ./data/speech_commands/SpeechCommands/speech_commands_v0.02/./eight/229978fd_nohash_1.wav already extracted.
INFO  | 04/05/2026 07:23:56 PM | File utils.py             | Line 22    | ./data/speech_commands/SpeechCommands/speech_commands_v0.02/./eight/30276d03_nohash_0.wav already extracted.
INFO  | 04/05/2026 07:23:56 PM | File utils.py             | Line 22    | ./data/speech_commands/SpeechCommands/speech_commands_v0.02/./eight/434a267c_nohash_0.wav already extracted.
INFO  | 04/05/2026 07:23:56 PM | File utils.py             | Line 22    | ./data/speech_commands/SpeechCommands/speech_commands_v0.02/./eight/1b4c9b89_nohash_0.wav already extracted.
INFO  | 04/05/2026 07:23:56 PM | File utils.py             | Line 22    | ./data/speech_commands/SpeechCommands/speech_commands_v0.02/./eight/0474c92a_nohash_1.wav already extracted.
INFO  | 04/05/2026 07:23:56 PM | File utils.py             | Line 22    | ./data/speech_commands/SpeechCommands/speech_commands_v0.02/./eight/ec74a8a5_nohash_0.wav already extracted.
INFO  | 04/05/2026 07:23:56 PM | File utils.py             | Line 22    | ./data/speech_commands/SpeechCommands/speech_commands_v0.02/./eight/bbaa7946_nohash_2.wav already extracted.
INFO  | 04/05/2026 07:23:56 PM | File utils.py             | Line 22    | ./data/speech_commands/SpeechCommands/speech_commands_v0.02/./eight/18f8afd5_nohash_3.wav already extracted.
INFO  | 04/05/2026 07:23:56 PM | File utils.py             | Line 22    | ./data/speech_commands/SpeechCommands/speech_commands_v0.02/./eight/7195ffa6_nohash_0.wav already extracted.
INFO  | 04/05/2026 07:23:56 PM | File utils.py             | Line 22    | ./data/speech_commands/SpeechCommands/speech_commands_v0.02/./eight/01bb6a2a_nohash_2.wav already extracted.
INFO  | 04/05/2026 07:23:56 PM | File utils.py             | Line 22    | ./data/speech_commands/SpeechCommands/speech_commands_v0.02/./eight/3b4f8f24_nohash_1.wav already extracted.
INFO  | 04/05/2026 07:23:56 PM | File utils.py             | Line 22    | ./data/speech_commands/SpeechCommands/speech_commands_v0.02/./eight/31d68957_nohash_0.wav already extracted.
INFO  | 04/05/2026 07:23:56 PM | File utils.py             | Line 22    | ./data/speech_commands/SpeechCommands/speech_commands_v0.02/./eight/bd11c654_nohash_0.wav already extracted.
INFO  | 04/05/2026 07:23:56 PM | File utils.py             | Line 22    | ./data/speech_commands/SpeechCommands/speech_commands_v0.02/./eight/7fb8d703_nohash_1.wav already extracted.
INFO  | 04/05/2026 07:23:56 PM | File utils.py             | Line 22    | ./data/speech_commands/SpeechCommands/speech_commands_v0.02/./eight/1acc97de_nohash_2.wav already extracted.
INFO  | 04/05/2026 07:23:56 PM | File utils.py             | Line 22    | ./data/speech_commands/SpeechCommands/speech_commands_v0.02/./eight/1b755c65_nohash_0.wav already extracted.
INFO  | 04/05/2026 07:23:56 PM | File utils.py             | Line 22    | ./data/speech_commands/SpeechCommands/speech_commands_v0.02/./eight/c6ee87a7_nohash_3.wav already extracted.
INFO  | 04/05/2026 07:23:56 PM | File utils.py             | Line 22    | ./data/speech_commands/SpeechCommands/speech_commands_v0.02/./eight/7ff085e1_nohash_2.wav already extracted.
INFO  | 04/05/2026 07:23:56 PM | File utils.py             | Line 22    | ./data/speech_commands/SpeechCommands/speech_commands_v0.02/./eight/28e47b1a_nohash_3.wav already extracted.
INFO  | 04/05/2026 07:23:56 PM | File utils.py             | Line 22    | ./data/speech_commands/SpeechCommands/speech_commands_v0.02/./eight/b0f5b16d_nohash_3.wav already extracted.
INFO  | 04/05/2026 07:23:56 PM | File utils.py             | Line 22    | ./data/speech_commands/SpeechCommands/speech_commands_v0.02/./eight/0e6e36c9_nohash_4.wav already extracted.
INFO  | 04/05/2026 07:23:56 PM | File utils.py             | Line 22    | ./data/speech_commands/SpeechCommands/speech_commands_v0.02/./eight/a929f9b9_nohash_4.wav already extracted.
INFO  | 04/05/2026 07:23:56 PM | File utils.py             | Line 22    | ./data/speech_commands/SpeechCommands/speech_commands_v0.02/./eight/54aecbd5_nohash_2.wav already extracted.
INFO  | 04/05/2026 07:23:56 PM | File utils.py             | Line 22    | ./data/speech_commands/SpeechCommands/speech_commands_v0.02/./eight/821b64cc_nohash_1.wav already extracted.
INFO  | 04/05/2026 07:23:56 PM | File utils.py             | Line 22    | ./data/speech_commands/SpeechCommands/speech_commands_v0.02/./eight/682e1687_nohash_2.wav already extracted.
INFO  | 04/05/2026 07:23:56 PM | File utils.py             | Line 22    | ./data/speech_commands/SpeechCommands/speech_commands_v0.02/./eight/196e84b7_nohash_0.wav already extracted.
INFO  | 04/05/2026 07:23:56 PM | File utils.py             | Line 22    | ./data/speech_commands/SpeechCommands/speech_commands_v0.02/./eight/b87bdb22_nohash_0.wav already extracted.
INFO  | 04/05/2026 07:23:56 PM | File utils.py             | Line 22    | ./data/speech_commands/SpeechCommands/speech_commands_v0.02/./eight/6904f0cb_nohash_2.wav already extracted.
INFO  | 04/05/2026 07:23:56 PM | File utils.py             | Line 22    | ./data/speech_commands/SpeechCommands/speech_commands_v0.02/./eight/62f05757_nohash_0.wav already extracted.
INFO  | 04/05/2026 07:23:56 PM | File utils.py             | Line 22    | ./data/speech_commands/SpeechCommands/speech_commands_v0.02/./eight/81dc4a94_nohash_0.wav already extracted.
INFO  | 04/05/2026 07:23:56 PM | File utils.py             | Line 22    | ./data/speech_commands/SpeechCommands/speech_commands_v0.02/./eight/a9b574b3_nohash_0.wav already extracted.
INFO  | 04/05/2026 07:23:56 PM | File utils.py             | Line 22    | ./data/speech_commands/SpeechCommands/speech_commands_v0.02/./eight/106a6183_nohash_0.wav already extracted.
INFO  | 04/05/2026 07:23:56 PM | File utils.py             | Line 22    | ./data/speech_commands/SpeechCommands/speech_commands_v0.02/./eight/86f12ac0_nohash_1.wav already extracted.
INFO  | 04/05/2026 07:23:56 PM | File utils.py             | Line 22    | ./data/speech_commands/SpeechCommands/speech_commands_v0.02/./eight/9735764a_nohash_0.wav already extracted.
INFO  | 04/05/2026 07:23:56 PM | File utils.py             | Line 22    | ./data/speech_commands/SpeechCommands/speech_commands_v0.02/./eight/6aa8def4_nohash_2.wav already extracted.
INFO  | 04/05/2026 07:23:56 PM | File utils.py             | Line 22    | ./data/speech_commands/SpeechCommands/speech_commands_v0.02/./eight/54aecbd5_nohash_1.wav already extracted.
