INFO  | 04/08/2026 05:22:55 AM | File run.py               | Line 223   | Config: config/experiments/transformer_wikitext_scale_gelu_d192.yaml
INFO  | 04/08/2026 05:23:00 AM | File _client.py           | Line 1025  | HTTP Request: GET https://huggingface.co/api/datasets/Salesforce/wikitext/revision/b08601e04326c79dfdd32d625aee71d232d685c3 "HTTP/1.1 200 OK"
INFO  | 04/08/2026 05:23:00 AM | File _client.py           | Line 1025  | HTTP Request: HEAD https://huggingface.co/datasets/wikitext/resolve/b08601e04326c79dfdd32d625aee71d232d685c3/.huggingface.yaml "HTTP/1.1 307 Temporary Redirect"
INFO  | 04/08/2026 05:23:00 AM | File _client.py           | Line 1025  | HTTP Request: HEAD https://huggingface.co/datasets/Salesforce/wikitext/resolve/b08601e04326c79dfdd32d625aee71d232d685c3/.huggingface.yaml "HTTP/1.1 404 Not Found"
WARNING | 04/08/2026 05:23:00 AM | File _http.py             | Line 916   | Warning: You are sending unauthenticated requests to the HF Hub. Please set a HF_TOKEN to enable higher rate limits and faster downloads.
INFO  | 04/08/2026 05:23:00 AM | File _client.py           | Line 1025  | HTTP Request: GET https://datasets-server.huggingface.co/info?dataset=wikitext "HTTP/1.1 404 Not Found"
INFO  | 04/08/2026 05:23:00 AM | File _client.py           | Line 1025  | HTTP Request: GET https://huggingface.co/api/datasets/wikitext/tree/b08601e04326c79dfdd32d625aee71d232d685c3/wikitext-103-raw-v1?recursive=true&expand=false "HTTP/1.1 307 Temporary Redirect"
INFO  | 04/08/2026 05:23:00 AM | File _client.py           | Line 1025  | HTTP Request: GET https://huggingface.co/api/datasets/Salesforce/wikitext/tree/b08601e04326c79dfdd32d625aee71d232d685c3/wikitext-103-raw-v1?recursive=true&expand=false "HTTP/1.1 200 OK"
INFO  | 04/08/2026 05:23:00 AM | File _client.py           | Line 1025  | HTTP Request: GET https://huggingface.co/api/datasets/wikitext/tree/b08601e04326c79dfdd32d625aee71d232d685c3?recursive=false&expand=false "HTTP/1.1 307 Temporary Redirect"
INFO  | 04/08/2026 05:23:00 AM | File _client.py           | Line 1025  | HTTP Request: GET https://huggingface.co/api/datasets/Salesforce/wikitext/tree/b08601e04326c79dfdd32d625aee71d232d685c3?recursive=false&expand=false "HTTP/1.1 200 OK"
INFO  | 04/08/2026 05:23:00 AM | File _client.py           | Line 1025  | HTTP Request: HEAD https://huggingface.co/datasets/wikitext/resolve/b08601e04326c79dfdd32d625aee71d232d685c3/dataset_infos.json "HTTP/1.1 307 Temporary Redirect"
INFO  | 04/08/2026 05:23:00 AM | File _client.py           | Line 1025  | HTTP Request: HEAD https://huggingface.co/datasets/Salesforce/wikitext/resolve/b08601e04326c79dfdd32d625aee71d232d685c3/dataset_infos.json "HTTP/1.1 404 Not Found"
INFO  | 04/08/2026 05:23:00 AM | File _client.py           | Line 1025  | HTTP Request: GET https://huggingface.co/api/datasets/wikitext/tree/b08601e04326c79dfdd32d625aee71d232d685c3/wikitext-2-v1?recursive=true&expand=false "HTTP/1.1 307 Temporary Redirect"
INFO  | 04/08/2026 05:23:00 AM | File _client.py           | Line 1025  | HTTP Request: GET https://huggingface.co/api/datasets/Salesforce/wikitext/tree/b08601e04326c79dfdd32d625aee71d232d685c3/wikitext-2-v1?recursive=true&expand=false "HTTP/1.1 200 OK"
INFO  | 04/08/2026 05:23:03 AM | File lm_runner.py         | Line 54    | Dataset (train) ready. 2051910 tokens, vocab=10000
INFO  | 04/08/2026 05:23:03 AM | File lm_runner.py         | Line 39    | Loading WikiText-2 (validation)...
INFO  | 04/08/2026 05:23:03 AM | File _client.py           | Line 1025  | HTTP Request: HEAD https://huggingface.co/datasets/wikitext/resolve/main/README.md "HTTP/1.1 307 Temporary Redirect"
INFO  | 04/08/2026 05:23:03 AM | File _client.py           | Line 1025  | HTTP Request: HEAD https://huggingface.co/datasets/Salesforce/wikitext/resolve/main/README.md "HTTP/1.1 307 Temporary Redirect"
INFO  | 04/08/2026 05:23:03 AM | File _client.py           | Line 1025  | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/datasets/Salesforce/wikitext/b08601e04326c79dfdd32d625aee71d232d685c3/README.md "HTTP/1.1 200 OK"
INFO  | 04/08/2026 05:23:03 AM | File _client.py           | Line 1025  | HTTP Request: HEAD https://huggingface.co/datasets/wikitext/resolve/b08601e04326c79dfdd32d625aee71d232d685c3/wikitext.py "HTTP/1.1 307 Temporary Redirect"
INFO  | 04/08/2026 05:23:03 AM | File _client.py           | Line 1025  | HTTP Request: HEAD https://huggingface.co/datasets/Salesforce/wikitext/resolve/b08601e04326c79dfdd32d625aee71d232d685c3/wikitext.py "HTTP/1.1 404 Not Found"
INFO  | 04/08/2026 05:23:03 AM | File _client.py           | Line 1025  | HTTP Request: HEAD https://s3.amazonaws.com/datasets.huggingface.co/datasets/datasets/wikitext/wikitext.py "HTTP/1.1 200 OK"
INFO  | 04/08/2026 05:23:03 AM | File _client.py           | Line 1025  | HTTP Request: HEAD https://huggingface.co/datasets/wikitext/resolve/b08601e04326c79dfdd32d625aee71d232d685c3/.huggingface.yaml "HTTP/1.1 307 Temporary Redirect"
INFO  | 04/08/2026 05:23:03 AM | File _client.py           | Line 1025  | HTTP Request: HEAD https://huggingface.co/datasets/Salesforce/wikitext/resolve/b08601e04326c79dfdd32d625aee71d232d685c3/.huggingface.yaml "HTTP/1.1 404 Not Found"
INFO  | 04/08/2026 05:23:03 AM | File _client.py           | Line 1025  | HTTP Request: GET https://datasets-server.huggingface.co/info?dataset=wikitext "HTTP/1.1 404 Not Found"
INFO  | 04/08/2026 05:23:03 AM | File _client.py           | Line 1025  | HTTP Request: HEAD https://huggingface.co/datasets/wikitext/resolve/b08601e04326c79dfdd32d625aee71d232d685c3/dataset_infos.json "HTTP/1.1 307 Temporary Redirect"
INFO  | 04/08/2026 05:23:03 AM | File _client.py           | Line 1025  | HTTP Request: HEAD https://huggingface.co/datasets/Salesforce/wikitext/resolve/b08601e04326c79dfdd32d625aee71d232d685c3/dataset_infos.json "HTTP/1.1 404 Not Found"
INFO  | 04/08/2026 05:23:03 AM | File lm_runner.py         | Line 54    | Dataset (validation) ready. 213886 tokens, vocab=10000
INFO  | 04/08/2026 05:23:03 AM | File lm_runner.py         | Line 178   | [Seed 42] (1/5) Training StandardTransformer for 10 epochs...
INFO  | 04/08/2026 05:28:57 AM | File lm_runner.py         | Line 253   |   Seed 42 Ep 1/10: PPL = 274.50
INFO  | 04/08/2026 05:34:52 AM | File lm_runner.py         | Line 253   |   Seed 42 Ep 2/10: PPL = 196.80
INFO  | 04/08/2026 05:40:47 AM | File lm_runner.py         | Line 253   |   Seed 42 Ep 3/10: PPL = 155.98
INFO  | 04/08/2026 05:46:41 AM | File lm_runner.py         | Line 253   |   Seed 42 Ep 4/10: PPL = 135.89
INFO  | 04/08/2026 05:52:36 AM | File lm_runner.py         | Line 253   |   Seed 42 Ep 5/10: PPL = 120.28
INFO  | 04/08/2026 05:58:27 AM | File lm_runner.py         | Line 253   |   Seed 42 Ep 6/10: PPL = 109.04
INFO  | 04/08/2026 06:04:17 AM | File lm_runner.py         | Line 253   |   Seed 42 Ep 7/10: PPL = 101.87
INFO  | 04/08/2026 06:10:07 AM | File lm_runner.py         | Line 253   |   Seed 42 Ep 8/10: PPL = 96.81
INFO  | 04/08/2026 06:15:58 AM | File lm_runner.py         | Line 253   |   Seed 42 Ep 9/10: PPL = 92.53
INFO  | 04/08/2026 06:21:47 AM | File lm_runner.py         | Line 253   |   Seed 42 Ep 10/10: PPL = 89.28
INFO  | 04/08/2026 06:21:47 AM | File lm_runner.py         | Line 184   | [Seed 42] Done. Best PPL: 89.28
INFO  | 04/08/2026 06:21:47 AM | File lm_runner.py         | Line 178   | [Seed 43] (2/5) Training StandardTransformer for 10 epochs...
INFO  | 04/08/2026 06:27:36 AM | File lm_runner.py         | Line 253   |   Seed 43 Ep 1/10: PPL = 266.75
INFO  | 04/08/2026 06:33:26 AM | File lm_runner.py         | Line 253   |   Seed 43 Ep 2/10: PPL = 193.32
INFO  | 04/08/2026 06:39:16 AM | File lm_runner.py         | Line 253   |   Seed 43 Ep 3/10: PPL = 156.25
INFO  | 04/08/2026 06:45:06 AM | File lm_runner.py         | Line 253   |   Seed 43 Ep 4/10: PPL = 134.19
INFO  | 04/08/2026 06:50:55 AM | File lm_runner.py         | Line 253   |   Seed 43 Ep 5/10: PPL = 118.24
INFO  | 04/08/2026 06:56:44 AM | File lm_runner.py         | Line 253   |   Seed 43 Ep 6/10: PPL = 107.88
INFO  | 04/08/2026 07:02:33 AM | File lm_runner.py         | Line 253   |   Seed 43 Ep 7/10: PPL = 102.76
INFO  | 04/08/2026 07:08:22 AM | File lm_runner.py         | Line 253   |   Seed 43 Ep 8/10: PPL = 97.34
INFO  | 04/08/2026 07:14:11 AM | File lm_runner.py         | Line 253   |   Seed 43 Ep 9/10: PPL = 92.18
INFO  | 04/08/2026 07:19:59 AM | File lm_runner.py         | Line 253   |   Seed 43 Ep 10/10: PPL = 89.39
INFO  | 04/08/2026 07:19:59 AM | File lm_runner.py         | Line 184   | [Seed 43] Done. Best PPL: 89.39
INFO  | 04/08/2026 07:19:59 AM | File lm_runner.py         | Line 178   | [Seed 44] (3/5) Training StandardTransformer for 10 epochs...
INFO  | 04/08/2026 07:25:49 AM | File lm_runner.py         | Line 253   |   Seed 44 Ep 1/10: PPL = 270.01
INFO  | 04/08/2026 07:31:37 AM | File lm_runner.py         | Line 253   |   Seed 44 Ep 2/10: PPL = 192.24
INFO  | 04/08/2026 07:37:26 AM | File lm_runner.py         | Line 253   |   Seed 44 Ep 3/10: PPL = 154.77
INFO  | 04/08/2026 07:43:15 AM | File lm_runner.py         | Line 253   |   Seed 44 Ep 4/10: PPL = 133.03
INFO  | 04/08/2026 07:49:04 AM | File lm_runner.py         | Line 253   |   Seed 44 Ep 5/10: PPL = 118.14
INFO  | 04/08/2026 07:54:53 AM | File lm_runner.py         | Line 253   |   Seed 44 Ep 6/10: PPL = 109.20
INFO  | 04/08/2026 08:00:42 AM | File lm_runner.py         | Line 253   |   Seed 44 Ep 7/10: PPL = 102.29
INFO  | 04/08/2026 08:06:31 AM | File lm_runner.py         | Line 253   |   Seed 44 Ep 8/10: PPL = 96.94
INFO  | 04/08/2026 08:12:20 AM | File lm_runner.py         | Line 253   |   Seed 44 Ep 9/10: PPL = 92.72
INFO  | 04/08/2026 08:18:08 AM | File lm_runner.py         | Line 253   |   Seed 44 Ep 10/10: PPL = 90.59
INFO  | 04/08/2026 08:18:08 AM | File lm_runner.py         | Line 184   | [Seed 44] Done. Best PPL: 90.59
INFO  | 04/08/2026 08:18:08 AM | File lm_runner.py         | Line 178   | [Seed 45] (4/5) Training StandardTransformer for 10 epochs...
INFO  | 04/08/2026 08:23:57 AM | File lm_runner.py         | Line 253   |   Seed 45 Ep 1/10: PPL = 265.18
INFO  | 04/08/2026 08:29:46 AM | File lm_runner.py         | Line 253   |   Seed 45 Ep 2/10: PPL = 187.81
INFO  | 04/08/2026 08:35:35 AM | File lm_runner.py         | Line 253   |   Seed 45 Ep 3/10: PPL = 150.82
INFO  | 04/08/2026 08:41:24 AM | File lm_runner.py         | Line 253   |   Seed 45 Ep 4/10: PPL = 130.68
INFO  | 04/08/2026 08:47:13 AM | File lm_runner.py         | Line 253   |   Seed 45 Ep 5/10: PPL = 118.23
INFO  | 04/08/2026 08:53:02 AM | File lm_runner.py         | Line 253   |   Seed 45 Ep 6/10: PPL = 107.21
INFO  | 04/08/2026 08:58:51 AM | File lm_runner.py         | Line 253   |   Seed 45 Ep 7/10: PPL = 103.14
INFO  | 04/08/2026 09:04:40 AM | File lm_runner.py         | Line 253   |   Seed 45 Ep 8/10: PPL = 95.49
INFO  | 04/08/2026 09:10:29 AM | File lm_runner.py         | Line 253   |   Seed 45 Ep 9/10: PPL = 91.43
INFO  | 04/08/2026 09:16:18 AM | File lm_runner.py         | Line 253   |   Seed 45 Ep 10/10: PPL = 88.33
INFO  | 04/08/2026 09:16:18 AM | File lm_runner.py         | Line 184   | [Seed 45] Done. Best PPL: 88.33
INFO  | 04/08/2026 09:16:18 AM | File lm_runner.py         | Line 178   | [Seed 46] (5/5) Training StandardTransformer for 10 epochs...
INFO  | 04/08/2026 09:22:08 AM | File lm_runner.py         | Line 253   |   Seed 46 Ep 1/10: PPL = 255.12
INFO  | 04/08/2026 09:27:57 AM | File lm_runner.py         | Line 253   |   Seed 46 Ep 2/10: PPL = 188.86
INFO  | 04/08/2026 09:33:46 AM | File lm_runner.py         | Line 253   |   Seed 46 Ep 3/10: PPL = 154.56
INFO  | 04/08/2026 09:39:35 AM | File lm_runner.py         | Line 253   |   Seed 46 Ep 4/10: PPL = 132.12
INFO  | 04/08/2026 09:45:25 AM | File lm_runner.py         | Line 253   |   Seed 46 Ep 5/10: PPL = 117.50
INFO  | 04/08/2026 09:51:14 AM | File lm_runner.py         | Line 253   |   Seed 46 Ep 6/10: PPL = 108.85
INFO  | 04/08/2026 09:57:03 AM | File lm_runner.py         | Line 253   |   Seed 46 Ep 7/10: PPL = 100.47
INFO  | 04/08/2026 10:02:52 AM | File lm_runner.py         | Line 253   |   Seed 46 Ep 8/10: PPL = 96.13
INFO  | 04/08/2026 10:08:41 AM | File lm_runner.py         | Line 253   |   Seed 46 Ep 9/10: PPL = 91.64
INFO  | 04/08/2026 10:14:30 AM | File lm_runner.py         | Line 253   |   Seed 46 Ep 10/10: PPL = 87.95
INFO  | 04/08/2026 10:14:30 AM | File lm_runner.py         | Line 184   | [Seed 46] Done. Best PPL: 87.95
INFO  | 04/08/2026 10:14:30 AM | File lm_runner.py         | Line 201   | All seeds done. Best mean PPL: 89.11
INFO  | 04/08/2026 10:14:30 AM | File lm_runner.py         | Line 202   | Results saved to exp/transformer_wikitext_scale_gelu_d192_20260408_052255_b1348ae2/lm_results.p
INFO  | 04/08/2026 10:14:30 AM | File run.py               | Line 300   | Experiment completed!
