INFO  | 04/08/2026 06:51:32 AM | File run.py               | Line 223   | Config: config/experiments/ppo_acrobot_scale_2arg_h128.yaml
INFO  | 04/08/2026 07:06:20 AM | File ppo_runner.py        | Line 73    | [Seed 43] Done. Final avg(last 20): -87.72
INFO  | 04/08/2026 07:06:20 AM | File ppo_runner.py        | Line 70    | [Seed 44] (3/10)
INFO  | 04/08/2026 07:06:23 AM | File ppo_runner.py        | Line 183   |   Update 1/200: eval=-263.7
INFO  | 04/08/2026 07:06:43 AM | File ppo_runner.py        | Line 183   |   Update 10/200: eval=-91.7
INFO  | 04/08/2026 07:07:05 AM | File ppo_runner.py        | Line 183   |   Update 20/200: eval=-83.9
INFO  | 04/08/2026 07:07:27 AM | File ppo_runner.py        | Line 183   |   Update 30/200: eval=-82.3
INFO  | 04/08/2026 07:07:49 AM | File ppo_runner.py        | Line 183   |   Update 40/200: eval=-79.6
INFO  | 04/08/2026 07:08:11 AM | File ppo_runner.py        | Line 183   |   Update 50/200: eval=-81.4
INFO  | 04/08/2026 07:08:33 AM | File ppo_runner.py        | Line 183   |   Update 60/200: eval=-80.7
INFO  | 04/08/2026 07:08:55 AM | File ppo_runner.py        | Line 183   |   Update 70/200: eval=-98.9
INFO  | 04/08/2026 07:09:17 AM | File ppo_runner.py        | Line 183   |   Update 80/200: eval=-77.9
INFO  | 04/08/2026 07:09:39 AM | File ppo_runner.py        | Line 183   |   Update 90/200: eval=-80.6
INFO  | 04/08/2026 07:10:01 AM | File ppo_runner.py        | Line 183   |   Update 100/200: eval=-81.5
INFO  | 04/08/2026 07:10:23 AM | File ppo_runner.py        | Line 183   |   Update 110/200: eval=-77.9
INFO  | 04/08/2026 07:10:45 AM | File ppo_runner.py        | Line 183   |   Update 120/200: eval=-86.9
INFO  | 04/08/2026 07:11:07 AM | File ppo_runner.py        | Line 183   |   Update 130/200: eval=-79.8
INFO  | 04/08/2026 07:11:29 AM | File ppo_runner.py        | Line 183   |   Update 140/200: eval=-119.5
INFO  | 04/08/2026 07:11:51 AM | File ppo_runner.py        | Line 183   |   Update 150/200: eval=-79.9
INFO  | 04/08/2026 07:12:13 AM | File ppo_runner.py        | Line 183   |   Update 160/200: eval=-82.3
INFO  | 04/08/2026 07:12:35 AM | File ppo_runner.py        | Line 183   |   Update 170/200: eval=-82.2
INFO  | 04/08/2026 07:12:57 AM | File ppo_runner.py        | Line 183   |   Update 180/200: eval=-81.5
INFO  | 04/08/2026 07:13:19 AM | File ppo_runner.py        | Line 183   |   Update 190/200: eval=-81.6
INFO  | 04/08/2026 07:13:41 AM | File ppo_runner.py        | Line 183   |   Update 200/200: eval=-78.6
INFO  | 04/08/2026 07:13:41 AM | File ppo_runner.py        | Line 73    | [Seed 44] Done. Final avg(last 20): -84.44
INFO  | 04/08/2026 07:13:41 AM | File ppo_runner.py        | Line 70    | [Seed 45] (4/10)
INFO  | 04/08/2026 07:13:45 AM | File ppo_runner.py        | Line 183   |   Update 1/200: eval=-431.9
INFO  | 04/08/2026 07:14:06 AM | File ppo_runner.py        | Line 183   |   Update 10/200: eval=-500.0
INFO  | 04/08/2026 07:14:28 AM | File ppo_runner.py        | Line 183   |   Update 20/200: eval=-80.1
INFO  | 04/08/2026 07:14:50 AM | File ppo_runner.py        | Line 183   |   Update 30/200: eval=-86.3
INFO  | 04/08/2026 07:15:12 AM | File ppo_runner.py        | Line 183   |   Update 40/200: eval=-74.0
INFO  | 04/08/2026 07:15:34 AM | File ppo_runner.py        | Line 183   |   Update 50/200: eval=-76.4
INFO  | 04/08/2026 07:15:56 AM | File ppo_runner.py        | Line 183   |   Update 60/200: eval=-89.7
INFO  | 04/08/2026 07:16:18 AM | File ppo_runner.py        | Line 183   |   Update 70/200: eval=-81.4
INFO  | 04/08/2026 07:16:40 AM | File ppo_runner.py        | Line 183   |   Update 80/200: eval=-75.6
INFO  | 04/08/2026 07:17:02 AM | File ppo_runner.py        | Line 183   |   Update 90/200: eval=-80.7
INFO  | 04/08/2026 07:17:24 AM | File ppo_runner.py        | Line 183   |   Update 100/200: eval=-77.4
INFO  | 04/08/2026 07:17:46 AM | File ppo_runner.py        | Line 183   |   Update 110/200: eval=-72.4
INFO  | 04/08/2026 07:18:08 AM | File ppo_runner.py        | Line 183   |   Update 120/200: eval=-71.6
INFO  | 04/08/2026 07:18:30 AM | File ppo_runner.py        | Line 183   |   Update 130/200: eval=-71.1
INFO  | 04/08/2026 07:18:52 AM | File ppo_runner.py        | Line 183   |   Update 140/200: eval=-70.2
INFO  | 04/08/2026 07:19:14 AM | File ppo_runner.py        | Line 183   |   Update 150/200: eval=-72.2
INFO  | 04/08/2026 07:19:36 AM | File ppo_runner.py        | Line 183   |   Update 160/200: eval=-71.7
INFO  | 04/08/2026 07:19:58 AM | File ppo_runner.py        | Line 183   |   Update 170/200: eval=-70.8
INFO  | 04/08/2026 07:20:20 AM | File ppo_runner.py        | Line 183   |   Update 180/200: eval=-67.8
INFO  | 04/08/2026 07:20:42 AM | File ppo_runner.py        | Line 183   |   Update 190/200: eval=-78.6
INFO  | 04/08/2026 07:21:04 AM | File ppo_runner.py        | Line 183   |   Update 200/200: eval=-75.6
INFO  | 04/08/2026 07:21:04 AM | File ppo_runner.py        | Line 73    | [Seed 45] Done. Final avg(last 20): -97.18
INFO  | 04/08/2026 07:21:04 AM | File ppo_runner.py        | Line 70    | [Seed 46] (5/10)
INFO  | 04/08/2026 07:21:08 AM | File ppo_runner.py        | Line 183   |   Update 1/200: eval=-500.0
INFO  | 04/08/2026 07:21:28 AM | File ppo_runner.py        | Line 183   |   Update 10/200: eval=-135.8
INFO  | 04/08/2026 07:21:50 AM | File ppo_runner.py        | Line 183   |   Update 20/200: eval=-101.0
INFO  | 04/08/2026 07:22:12 AM | File ppo_runner.py        | Line 183   |   Update 30/200: eval=-83.0
INFO  | 04/08/2026 07:22:34 AM | File ppo_runner.py        | Line 183   |   Update 40/200: eval=-83.6
INFO  | 04/08/2026 07:22:57 AM | File ppo_runner.py        | Line 183   |   Update 50/200: eval=-93.9
INFO  | 04/08/2026 07:23:19 AM | File ppo_runner.py        | Line 183   |   Update 60/200: eval=-87.0
INFO  | 04/08/2026 07:23:41 AM | File ppo_runner.py        | Line 183   |   Update 70/200: eval=-84.5
INFO  | 04/08/2026 07:24:03 AM | File ppo_runner.py        | Line 183   |   Update 80/200: eval=-83.6
INFO  | 04/08/2026 07:24:25 AM | File ppo_runner.py        | Line 183   |   Update 90/200: eval=-80.2
INFO  | 04/08/2026 07:24:47 AM | File ppo_runner.py        | Line 183   |   Update 100/200: eval=-84.4
INFO  | 04/08/2026 07:25:09 AM | File ppo_runner.py        | Line 183   |   Update 110/200: eval=-84.6
INFO  | 04/08/2026 07:25:31 AM | File ppo_runner.py        | Line 183   |   Update 120/200: eval=-81.6
INFO  | 04/08/2026 07:25:53 AM | File ppo_runner.py        | Line 183   |   Update 130/200: eval=-85.0
INFO  | 04/08/2026 07:26:15 AM | File ppo_runner.py        | Line 183   |   Update 140/200: eval=-87.1
INFO  | 04/08/2026 07:26:37 AM | File ppo_runner.py        | Line 183   |   Update 150/200: eval=-83.4
INFO  | 04/08/2026 07:26:59 AM | File ppo_runner.py        | Line 183   |   Update 160/200: eval=-85.1
INFO  | 04/08/2026 07:27:21 AM | File ppo_runner.py        | Line 183   |   Update 170/200: eval=-79.5
INFO  | 04/08/2026 07:27:43 AM | File ppo_runner.py        | Line 183   |   Update 180/200: eval=-76.2
INFO  | 04/08/2026 07:28:05 AM | File ppo_runner.py        | Line 183   |   Update 190/200: eval=-77.0
INFO  | 04/08/2026 07:28:27 AM | File ppo_runner.py        | Line 183   |   Update 200/200: eval=-77.7
INFO  | 04/08/2026 07:28:27 AM | File ppo_runner.py        | Line 73    | [Seed 46] Done. Final avg(last 20): -86.71
INFO  | 04/08/2026 07:28:27 AM | File ppo_runner.py        | Line 70    | [Seed 47] (6/10)
INFO  | 04/08/2026 07:28:30 AM | File ppo_runner.py        | Line 183   |   Update 1/200: eval=-177.1
INFO  | 04/08/2026 07:28:50 AM | File ppo_runner.py        | Line 183   |   Update 10/200: eval=-143.6
INFO  | 04/08/2026 07:29:12 AM | File ppo_runner.py        | Line 183   |   Update 20/200: eval=-95.0
INFO  | 04/08/2026 07:29:34 AM | File ppo_runner.py        | Line 183   |   Update 30/200: eval=-84.7
INFO  | 04/08/2026 07:29:56 AM | File ppo_runner.py        | Line 183   |   Update 40/200: eval=-82.9
INFO  | 04/08/2026 07:30:18 AM | File ppo_runner.py        | Line 183   |   Update 50/200: eval=-75.3
INFO  | 04/08/2026 07:30:40 AM | File ppo_runner.py        | Line 183   |   Update 60/200: eval=-79.0
INFO  | 04/08/2026 07:31:02 AM | File ppo_runner.py        | Line 183   |   Update 70/200: eval=-73.0
INFO  | 04/08/2026 07:31:24 AM | File ppo_runner.py        | Line 183   |   Update 80/200: eval=-69.8
INFO  | 04/08/2026 07:31:46 AM | File ppo_runner.py        | Line 183   |   Update 90/200: eval=-70.8
INFO  | 04/08/2026 07:32:08 AM | File ppo_runner.py        | Line 183   |   Update 100/200: eval=-72.8
INFO  | 04/08/2026 07:32:30 AM | File ppo_runner.py        | Line 183   |   Update 110/200: eval=-74.0
INFO  | 04/08/2026 07:32:52 AM | File ppo_runner.py        | Line 183   |   Update 120/200: eval=-120.8
INFO  | 04/08/2026 07:33:14 AM | File ppo_runner.py        | Line 183   |   Update 130/200: eval=-73.7
INFO  | 04/08/2026 07:33:36 AM | File ppo_runner.py        | Line 183   |   Update 140/200: eval=-76.8
INFO  | 04/08/2026 07:33:58 AM | File ppo_runner.py        | Line 183   |   Update 150/200: eval=-76.9
INFO  | 04/08/2026 07:34:21 AM | File ppo_runner.py        | Line 183   |   Update 160/200: eval=-88.7
INFO  | 04/08/2026 07:34:43 AM | File ppo_runner.py        | Line 183   |   Update 170/200: eval=-81.0
INFO  | 04/08/2026 07:35:05 AM | File ppo_runner.py        | Line 183   |   Update 180/200: eval=-83.1
INFO  | 04/08/2026 07:35:27 AM | File ppo_runner.py        | Line 183   |   Update 190/200: eval=-81.0
INFO  | 04/08/2026 07:35:49 AM | File ppo_runner.py        | Line 183   |   Update 200/200: eval=-72.6
INFO  | 04/08/2026 07:35:49 AM | File ppo_runner.py        | Line 73    | [Seed 47] Done. Final avg(last 20): -83.77
INFO  | 04/08/2026 07:35:49 AM | File ppo_runner.py        | Line 70    | [Seed 48] (7/10)
INFO  | 04/08/2026 07:35:53 AM | File ppo_runner.py        | Line 183   |   Update 1/200: eval=-500.0
INFO  | 04/08/2026 07:36:14 AM | File ppo_runner.py        | Line 183   |   Update 10/200: eval=-500.0
INFO  | 04/08/2026 07:36:36 AM | File ppo_runner.py        | Line 183   |   Update 20/200: eval=-91.3
INFO  | 04/08/2026 07:36:58 AM | File ppo_runner.py        | Line 183   |   Update 30/200: eval=-93.0
INFO  | 04/08/2026 07:37:20 AM | File ppo_runner.py        | Line 183   |   Update 40/200: eval=-81.2
INFO  | 04/08/2026 07:37:42 AM | File ppo_runner.py        | Line 183   |   Update 50/200: eval=-86.7
INFO  | 04/08/2026 07:38:04 AM | File ppo_runner.py        | Line 183   |   Update 60/200: eval=-84.7
INFO  | 04/08/2026 07:38:26 AM | File ppo_runner.py        | Line 183   |   Update 70/200: eval=-88.8
INFO  | 04/08/2026 07:38:48 AM | File ppo_runner.py        | Line 183   |   Update 80/200: eval=-73.1
INFO  | 04/08/2026 07:39:10 AM | File ppo_runner.py        | Line 183   |   Update 90/200: eval=-72.8
INFO  | 04/08/2026 07:39:32 AM | File ppo_runner.py        | Line 183   |   Update 100/200: eval=-85.8
INFO  | 04/08/2026 07:39:54 AM | File ppo_runner.py        | Line 183   |   Update 110/200: eval=-89.6
INFO  | 04/08/2026 07:40:16 AM | File ppo_runner.py        | Line 183   |   Update 120/200: eval=-72.5
INFO  | 04/08/2026 07:40:38 AM | File ppo_runner.py        | Line 183   |   Update 130/200: eval=-76.7
INFO  | 04/08/2026 07:41:00 AM | File ppo_runner.py        | Line 183   |   Update 140/200: eval=-70.7
INFO  | 04/08/2026 07:41:22 AM | File ppo_runner.py        | Line 183   |   Update 150/200: eval=-82.6
INFO  | 04/08/2026 07:41:44 AM | File ppo_runner.py        | Line 183   |   Update 160/200: eval=-71.4
INFO  | 04/08/2026 07:42:06 AM | File ppo_runner.py        | Line 183   |   Update 170/200: eval=-75.9
INFO  | 04/08/2026 07:42:28 AM | File ppo_runner.py        | Line 183   |   Update 180/200: eval=-75.4
INFO  | 04/08/2026 07:42:50 AM | File ppo_runner.py        | Line 183   |   Update 190/200: eval=-74.0
INFO  | 04/08/2026 07:43:12 AM | File ppo_runner.py        | Line 183   |   Update 200/200: eval=-70.0
INFO  | 04/08/2026 07:43:12 AM | File ppo_runner.py        | Line 73    | [Seed 48] Done. Final avg(last 20): -100.81
INFO  | 04/08/2026 07:43:12 AM | File ppo_runner.py        | Line 70    | [Seed 49] (8/10)
INFO  | 04/08/2026 07:43:16 AM | File ppo_runner.py        | Line 183   |   Update 1/200: eval=-500.0
INFO  | 04/08/2026 07:43:36 AM | File ppo_runner.py        | Line 183   |   Update 10/200: eval=-83.2
INFO  | 04/08/2026 07:43:58 AM | File ppo_runner.py        | Line 183   |   Update 20/200: eval=-84.4
INFO  | 04/08/2026 07:44:20 AM | File ppo_runner.py        | Line 183   |   Update 30/200: eval=-91.0
INFO  | 04/08/2026 07:44:42 AM | File ppo_runner.py        | Line 183   |   Update 40/200: eval=-78.9
INFO  | 04/08/2026 07:45:04 AM | File ppo_runner.py        | Line 183   |   Update 50/200: eval=-85.9
INFO  | 04/08/2026 07:45:26 AM | File ppo_runner.py        | Line 183   |   Update 60/200: eval=-85.2
INFO  | 04/08/2026 07:45:48 AM | File ppo_runner.py        | Line 183   |   Update 70/200: eval=-77.6
INFO  | 04/08/2026 07:46:10 AM | File ppo_runner.py        | Line 183   |   Update 80/200: eval=-77.8
INFO  | 04/08/2026 07:46:32 AM | File ppo_runner.py        | Line 183   |   Update 90/200: eval=-81.3
INFO  | 04/08/2026 07:46:54 AM | File ppo_runner.py        | Line 183   |   Update 100/200: eval=-78.8
INFO  | 04/08/2026 07:47:16 AM | File ppo_runner.py        | Line 183   |   Update 110/200: eval=-87.7
INFO  | 04/08/2026 07:47:38 AM | File ppo_runner.py        | Line 183   |   Update 120/200: eval=-80.7
INFO  | 04/08/2026 07:48:00 AM | File ppo_runner.py        | Line 183   |   Update 130/200: eval=-75.3
INFO  | 04/08/2026 07:48:22 AM | File ppo_runner.py        | Line 183   |   Update 140/200: eval=-79.9
INFO  | 04/08/2026 07:48:44 AM | File ppo_runner.py        | Line 183   |   Update 150/200: eval=-75.5
INFO  | 04/08/2026 07:49:06 AM | File ppo_runner.py        | Line 183   |   Update 160/200: eval=-73.8
INFO  | 04/08/2026 07:49:28 AM | File ppo_runner.py        | Line 183   |   Update 170/200: eval=-71.3
INFO  | 04/08/2026 07:49:50 AM | File ppo_runner.py        | Line 183   |   Update 180/200: eval=-76.0
INFO  | 04/08/2026 07:50:12 AM | File ppo_runner.py        | Line 183   |   Update 190/200: eval=-70.7
INFO  | 04/08/2026 07:50:34 AM | File ppo_runner.py        | Line 183   |   Update 200/200: eval=-77.8
INFO  | 04/08/2026 07:50:34 AM | File ppo_runner.py        | Line 73    | [Seed 49] Done. Final avg(last 20): -79.64
INFO  | 04/08/2026 07:50:34 AM | File ppo_runner.py        | Line 70    | [Seed 50] (9/10)
INFO  | 04/08/2026 07:50:38 AM | File ppo_runner.py        | Line 183   |   Update 1/200: eval=-500.0
INFO  | 04/08/2026 07:50:59 AM | File ppo_runner.py        | Line 183   |   Update 10/200: eval=-373.3
INFO  | 04/08/2026 07:51:21 AM | File ppo_runner.py        | Line 183   |   Update 20/200: eval=-82.0
INFO  | 04/08/2026 07:51:43 AM | File ppo_runner.py        | Line 183   |   Update 30/200: eval=-72.8
INFO  | 04/08/2026 07:52:05 AM | File ppo_runner.py        | Line 183   |   Update 40/200: eval=-79.1
INFO  | 04/08/2026 07:52:27 AM | File ppo_runner.py        | Line 183   |   Update 50/200: eval=-80.2
INFO  | 04/08/2026 07:52:49 AM | File ppo_runner.py        | Line 183   |   Update 60/200: eval=-79.8
INFO  | 04/08/2026 07:53:11 AM | File ppo_runner.py        | Line 183   |   Update 70/200: eval=-81.9
INFO  | 04/08/2026 07:53:33 AM | File ppo_runner.py        | Line 183   |   Update 80/200: eval=-79.5
INFO  | 04/08/2026 07:53:55 AM | File ppo_runner.py        | Line 183   |   Update 90/200: eval=-79.8
INFO  | 04/08/2026 07:54:17 AM | File ppo_runner.py        | Line 183   |   Update 100/200: eval=-75.8
INFO  | 04/08/2026 07:54:39 AM | File ppo_runner.py        | Line 183   |   Update 110/200: eval=-78.3
INFO  | 04/08/2026 07:55:01 AM | File ppo_runner.py        | Line 183   |   Update 120/200: eval=-78.5
INFO  | 04/08/2026 07:55:23 AM | File ppo_runner.py        | Line 183   |   Update 130/200: eval=-75.5
INFO  | 04/08/2026 07:55:45 AM | File ppo_runner.py        | Line 183   |   Update 140/200: eval=-73.1
INFO  | 04/08/2026 07:56:07 AM | File ppo_runner.py        | Line 183   |   Update 150/200: eval=-73.0
INFO  | 04/08/2026 07:56:29 AM | File ppo_runner.py        | Line 183   |   Update 160/200: eval=-82.2
INFO  | 04/08/2026 07:56:51 AM | File ppo_runner.py        | Line 183   |   Update 170/200: eval=-72.8
INFO  | 04/08/2026 07:57:13 AM | File ppo_runner.py        | Line 183   |   Update 180/200: eval=-67.3
INFO  | 04/08/2026 07:57:35 AM | File ppo_runner.py        | Line 183   |   Update 190/200: eval=-77.3
INFO  | 04/08/2026 07:57:57 AM | File ppo_runner.py        | Line 183   |   Update 200/200: eval=-83.3
INFO  | 04/08/2026 07:57:57 AM | File ppo_runner.py        | Line 73    | [Seed 50] Done. Final avg(last 20): -92.28
INFO  | 04/08/2026 07:57:57 AM | File ppo_runner.py        | Line 70    | [Seed 51] (10/10)
INFO  | 04/08/2026 07:58:01 AM | File ppo_runner.py        | Line 183   |   Update 1/200: eval=-500.0
INFO  | 04/08/2026 07:58:22 AM | File ppo_runner.py        | Line 183   |   Update 10/200: eval=-500.0
INFO  | 04/08/2026 07:58:44 AM | File ppo_runner.py        | Line 183   |   Update 20/200: eval=-120.8
INFO  | 04/08/2026 07:59:07 AM | File ppo_runner.py        | Line 183   |   Update 30/200: eval=-86.2
INFO  | 04/08/2026 07:59:29 AM | File ppo_runner.py        | Line 183   |   Update 40/200: eval=-80.5
INFO  | 04/08/2026 07:59:51 AM | File ppo_runner.py        | Line 183   |   Update 50/200: eval=-83.6
INFO  | 04/08/2026 08:00:13 AM | File ppo_runner.py        | Line 183   |   Update 60/200: eval=-84.1
INFO  | 04/08/2026 08:00:35 AM | File ppo_runner.py        | Line 183   |   Update 70/200: eval=-86.4
INFO  | 04/08/2026 08:00:57 AM | File ppo_runner.py        | Line 183   |   Update 80/200: eval=-103.5
INFO  | 04/08/2026 08:01:19 AM | File ppo_runner.py        | Line 183   |   Update 90/200: eval=-76.7
INFO  | 04/08/2026 08:01:41 AM | File ppo_runner.py        | Line 183   |   Update 100/200: eval=-88.3
INFO  | 04/08/2026 08:02:03 AM | File ppo_runner.py        | Line 183   |   Update 110/200: eval=-79.5
INFO  | 04/08/2026 08:02:25 AM | File ppo_runner.py        | Line 183   |   Update 120/200: eval=-74.9
INFO  | 04/08/2026 08:02:47 AM | File ppo_runner.py        | Line 183   |   Update 130/200: eval=-81.3
INFO  | 04/08/2026 08:03:09 AM | File ppo_runner.py        | Line 183   |   Update 140/200: eval=-75.8
INFO  | 04/08/2026 08:03:31 AM | File ppo_runner.py        | Line 183   |   Update 150/200: eval=-75.1
INFO  | 04/08/2026 08:03:53 AM | File ppo_runner.py        | Line 183   |   Update 160/200: eval=-79.0
INFO  | 04/08/2026 08:04:15 AM | File ppo_runner.py        | Line 183   |   Update 170/200: eval=-78.0
INFO  | 04/08/2026 08:04:37 AM | File ppo_runner.py        | Line 183   |   Update 180/200: eval=-81.4
INFO  | 04/08/2026 08:04:59 AM | File ppo_runner.py        | Line 183   |   Update 190/200: eval=-73.6
INFO  | 04/08/2026 08:05:21 AM | File ppo_runner.py        | Line 183   |   Update 200/200: eval=-71.4
INFO  | 04/08/2026 08:05:21 AM | File ppo_runner.py        | Line 73    | [Seed 51] Done. Final avg(last 20): -104.00
INFO  | 04/08/2026 08:05:21 AM | File ppo_runner.py        | Line 88    | Results saved to exp/ppo_acrobot_scale_2arg_h128_20260408_065132_b9d28207/rl_results.p
INFO  | 04/08/2026 08:05:21 AM | File run.py               | Line 300   | Experiment completed!
