INFO  | 04/04/2026 10:54:13 PM | File run.py               | Line 147   | Config: config/experiments/transformer_wikitext_attn_2arg.yaml
INFO  | 04/04/2026 10:58:55 PM | File _client.py           | Line 1025  | HTTP Request: GET https://huggingface.co/api/datasets/wikitext/tree/b08601e04326c79dfdd32d625aee71d232d685c3/wikitext-2-v1?recursive=true&expand=false "HTTP/1.1 307 Temporary Redirect"
INFO  | 04/04/2026 10:58:55 PM | File _client.py           | Line 1025  | HTTP Request: GET https://huggingface.co/api/datasets/Salesforce/wikitext/tree/b08601e04326c79dfdd32d625aee71d232d685c3/wikitext-2-v1?recursive=true&expand=false "HTTP/1.1 200 OK"
INFO  | 04/04/2026 10:58:58 PM | File _client.py           | Line 1025  | HTTP Request: HEAD https://huggingface.co/datasets/wikitext/resolve/b08601e04326c79dfdd32d625aee71d232d685c3/wikitext-2-v1/test-00000-of-00001.parquet "HTTP/1.1 307 Temporary Redirect"
INFO  | 04/04/2026 10:58:58 PM | File _client.py           | Line 1025  | HTTP Request: HEAD https://huggingface.co/datasets/Salesforce/wikitext/resolve/b08601e04326c79dfdd32d625aee71d232d685c3/wikitext-2-v1/test-00000-of-00001.parquet "HTTP/1.1 302 Found"
INFO  | 04/04/2026 10:58:59 PM | File _client.py           | Line 1025  | HTTP Request: GET https://huggingface.co/api/datasets/Salesforce/wikitext/xet-read-token/b08601e04326c79dfdd32d625aee71d232d685c3 "HTTP/1.1 200 OK"
INFO  | 04/04/2026 10:59:00 PM | File _client.py           | Line 1025  | HTTP Request: HEAD https://huggingface.co/datasets/wikitext/resolve/b08601e04326c79dfdd32d625aee71d232d685c3/wikitext-2-v1/train-00000-of-00001.parquet "HTTP/1.1 307 Temporary Redirect"
INFO  | 04/04/2026 10:59:00 PM | File _client.py           | Line 1025  | HTTP Request: HEAD https://huggingface.co/datasets/Salesforce/wikitext/resolve/b08601e04326c79dfdd32d625aee71d232d685c3/wikitext-2-v1/train-00000-of-00001.parquet "HTTP/1.1 302 Found"
INFO  | 04/04/2026 10:59:01 PM | File _client.py           | Line 1025  | HTTP Request: HEAD https://huggingface.co/datasets/wikitext/resolve/b08601e04326c79dfdd32d625aee71d232d685c3/wikitext-2-v1/validation-00000-of-00001.parquet "HTTP/1.1 307 Temporary Redirect"
INFO  | 04/04/2026 10:59:01 PM | File _client.py           | Line 1025  | HTTP Request: HEAD https://huggingface.co/datasets/Salesforce/wikitext/resolve/b08601e04326c79dfdd32d625aee71d232d685c3/wikitext-2-v1/validation-00000-of-00001.parquet "HTTP/1.1 302 Found"
INFO  | 04/04/2026 10:59:06 PM | File lm_runner.py         | Line 43    | Dataset (train) ready. 2051910 tokens, vocab=10000
INFO  | 04/04/2026 10:59:06 PM | File lm_runner.py         | Line 28    | Loading WikiText-2 (validation)...
INFO  | 04/04/2026 10:59:06 PM | File _client.py           | Line 1025  | HTTP Request: HEAD https://huggingface.co/datasets/wikitext/resolve/main/README.md "HTTP/1.1 307 Temporary Redirect"
INFO  | 04/04/2026 10:59:06 PM | File _client.py           | Line 1025  | HTTP Request: HEAD https://huggingface.co/datasets/Salesforce/wikitext/resolve/main/README.md "HTTP/1.1 307 Temporary Redirect"
INFO  | 04/04/2026 10:59:06 PM | File _client.py           | Line 1025  | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/datasets/Salesforce/wikitext/b08601e04326c79dfdd32d625aee71d232d685c3/README.md "HTTP/1.1 200 OK"
INFO  | 04/04/2026 10:59:06 PM | File _client.py           | Line 1025  | HTTP Request: HEAD https://huggingface.co/datasets/wikitext/resolve/b08601e04326c79dfdd32d625aee71d232d685c3/wikitext.py "HTTP/1.1 307 Temporary Redirect"
INFO  | 04/04/2026 10:59:06 PM | File _client.py           | Line 1025  | HTTP Request: HEAD https://huggingface.co/datasets/Salesforce/wikitext/resolve/b08601e04326c79dfdd32d625aee71d232d685c3/wikitext.py "HTTP/1.1 404 Not Found"
INFO  | 04/04/2026 10:59:06 PM | File _client.py           | Line 1025  | HTTP Request: HEAD https://s3.amazonaws.com/datasets.huggingface.co/datasets/datasets/wikitext/wikitext.py "HTTP/1.1 200 OK"
INFO  | 04/04/2026 10:59:06 PM | File _client.py           | Line 1025  | HTTP Request: HEAD https://huggingface.co/datasets/wikitext/resolve/b08601e04326c79dfdd32d625aee71d232d685c3/.huggingface.yaml "HTTP/1.1 307 Temporary Redirect"
INFO  | 04/04/2026 10:59:06 PM | File _client.py           | Line 1025  | HTTP Request: HEAD https://huggingface.co/datasets/Salesforce/wikitext/resolve/b08601e04326c79dfdd32d625aee71d232d685c3/.huggingface.yaml "HTTP/1.1 404 Not Found"
INFO  | 04/04/2026 10:59:06 PM | File _client.py           | Line 1025  | HTTP Request: GET https://datasets-server.huggingface.co/info?dataset=wikitext "HTTP/1.1 404 Not Found"
INFO  | 04/04/2026 10:59:06 PM | File _client.py           | Line 1025  | HTTP Request: HEAD https://huggingface.co/datasets/wikitext/resolve/b08601e04326c79dfdd32d625aee71d232d685c3/dataset_infos.json "HTTP/1.1 307 Temporary Redirect"
INFO  | 04/04/2026 10:59:07 PM | File _client.py           | Line 1025  | HTTP Request: HEAD https://huggingface.co/datasets/Salesforce/wikitext/resolve/b08601e04326c79dfdd32d625aee71d232d685c3/dataset_infos.json "HTTP/1.1 404 Not Found"
INFO  | 04/04/2026 10:59:07 PM | File lm_runner.py         | Line 43    | Dataset (validation) ready. 213886 tokens, vocab=10000
INFO  | 04/04/2026 10:59:07 PM | File lm_runner.py         | Line 147   | Pretraining InnerNet on Gaussian target...
INFO  | 04/04/2026 10:59:13 PM | File lm_runner.py         | Line 159   | InnerNet pretrained.
INFO  | 04/04/2026 10:59:13 PM | File lm_runner.py         | Line 165   | [Seed 42] (1/5) Training InnerNetAttnTransformer for 10 epochs...
INFO  | 04/04/2026 11:16:13 PM | File lm_runner.py         | Line 240   |   Seed 42 Ep 1/10: PPL = 280.76
INFO  | 04/04/2026 11:33:07 PM | File lm_runner.py         | Line 240   |   Seed 42 Ep 2/10: PPL = 202.81
INFO  | 04/04/2026 11:50:01 PM | File lm_runner.py         | Line 240   |   Seed 42 Ep 3/10: PPL = 168.31
INFO  | 04/05/2026 12:06:55 AM | File lm_runner.py         | Line 240   |   Seed 42 Ep 4/10: PPL = 150.78
INFO  | 04/05/2026 12:23:49 AM | File lm_runner.py         | Line 240   |   Seed 42 Ep 5/10: PPL = 136.76
INFO  | 04/05/2026 12:40:42 AM | File lm_runner.py         | Line 240   |   Seed 42 Ep 6/10: PPL = 126.38
INFO  | 04/05/2026 12:57:33 AM | File lm_runner.py         | Line 240   |   Seed 42 Ep 7/10: PPL = 118.90
INFO  | 04/05/2026 01:14:25 AM | File lm_runner.py         | Line 240   |   Seed 42 Ep 8/10: PPL = 110.66
INFO  | 04/05/2026 01:31:16 AM | File lm_runner.py         | Line 240   |   Seed 42 Ep 9/10: PPL = 106.85
INFO  | 04/05/2026 01:48:08 AM | File lm_runner.py         | Line 240   |   Seed 42 Ep 10/10: PPL = 101.76
INFO  | 04/05/2026 01:48:08 AM | File lm_runner.py         | Line 171   | [Seed 42] Done. Best PPL: 101.76
INFO  | 04/05/2026 01:48:08 AM | File lm_runner.py         | Line 165   | [Seed 43] (2/5) Training InnerNetAttnTransformer for 10 epochs...
INFO  | 04/05/2026 02:05:00 AM | File lm_runner.py         | Line 240   |   Seed 43 Ep 1/10: PPL = 275.63
INFO  | 04/05/2026 02:21:52 AM | File lm_runner.py         | Line 240   |   Seed 43 Ep 2/10: PPL = 199.50
INFO  | 04/05/2026 02:38:44 AM | File lm_runner.py         | Line 240   |   Seed 43 Ep 3/10: PPL = 166.57
INFO  | 04/05/2026 02:55:36 AM | File lm_runner.py         | Line 240   |   Seed 43 Ep 4/10: PPL = 148.86
INFO  | 04/05/2026 03:12:27 AM | File lm_runner.py         | Line 240   |   Seed 43 Ep 5/10: PPL = 136.30
INFO  | 04/05/2026 03:29:17 AM | File lm_runner.py         | Line 240   |   Seed 43 Ep 6/10: PPL = 126.33
INFO  | 04/05/2026 03:46:07 AM | File lm_runner.py         | Line 240   |   Seed 43 Ep 7/10: PPL = 118.90
INFO  | 04/05/2026 04:02:56 AM | File lm_runner.py         | Line 240   |   Seed 43 Ep 8/10: PPL = 111.70
INFO  | 04/05/2026 04:19:46 AM | File lm_runner.py         | Line 240   |   Seed 43 Ep 9/10: PPL = 106.70
INFO  | 04/05/2026 04:36:35 AM | File lm_runner.py         | Line 240   |   Seed 43 Ep 10/10: PPL = 102.39
INFO  | 04/05/2026 04:36:35 AM | File lm_runner.py         | Line 171   | [Seed 43] Done. Best PPL: 102.39
INFO  | 04/05/2026 04:36:35 AM | File lm_runner.py         | Line 165   | [Seed 44] (3/5) Training InnerNetAttnTransformer for 10 epochs...
INFO  | 04/05/2026 04:53:24 AM | File lm_runner.py         | Line 240   |   Seed 44 Ep 1/10: PPL = 278.12
INFO  | 04/05/2026 05:10:13 AM | File lm_runner.py         | Line 240   |   Seed 44 Ep 2/10: PPL = 204.86
INFO  | 04/05/2026 05:27:02 AM | File lm_runner.py         | Line 240   |   Seed 44 Ep 3/10: PPL = 171.42
INFO  | 04/05/2026 05:43:51 AM | File lm_runner.py         | Line 240   |   Seed 44 Ep 4/10: PPL = 152.21
INFO  | 04/05/2026 06:00:40 AM | File lm_runner.py         | Line 240   |   Seed 44 Ep 5/10: PPL = 139.21
INFO  | 04/05/2026 06:17:29 AM | File lm_runner.py         | Line 240   |   Seed 44 Ep 6/10: PPL = 130.58
INFO  | 04/05/2026 06:34:17 AM | File lm_runner.py         | Line 240   |   Seed 44 Ep 7/10: PPL = 121.42
INFO  | 04/05/2026 06:51:06 AM | File lm_runner.py         | Line 240   |   Seed 44 Ep 8/10: PPL = 115.33
INFO  | 04/05/2026 07:07:54 AM | File lm_runner.py         | Line 240   |   Seed 44 Ep 9/10: PPL = 109.29
INFO  | 04/05/2026 07:24:43 AM | File lm_runner.py         | Line 240   |   Seed 44 Ep 10/10: PPL = 105.72
INFO  | 04/05/2026 07:24:43 AM | File lm_runner.py         | Line 171   | [Seed 44] Done. Best PPL: 105.72
INFO  | 04/05/2026 07:24:43 AM | File lm_runner.py         | Line 165   | [Seed 45] (4/5) Training InnerNetAttnTransformer for 10 epochs...
INFO  | 04/05/2026 07:41:31 AM | File lm_runner.py         | Line 240   |   Seed 45 Ep 1/10: PPL = 278.02
INFO  | 04/05/2026 07:58:20 AM | File lm_runner.py         | Line 240   |   Seed 45 Ep 2/10: PPL = 202.18
INFO  | 04/05/2026 08:15:09 AM | File lm_runner.py         | Line 240   |   Seed 45 Ep 3/10: PPL = 167.10
INFO  | 04/05/2026 08:31:58 AM | File lm_runner.py         | Line 240   |   Seed 45 Ep 4/10: PPL = 151.11
INFO  | 04/05/2026 08:48:47 AM | File lm_runner.py         | Line 240   |   Seed 45 Ep 5/10: PPL = 136.72
INFO  | 04/05/2026 09:05:36 AM | File lm_runner.py         | Line 240   |   Seed 45 Ep 6/10: PPL = 127.99
INFO  | 04/05/2026 09:22:25 AM | File lm_runner.py         | Line 240   |   Seed 45 Ep 7/10: PPL = 120.94
INFO  | 04/05/2026 09:39:14 AM | File lm_runner.py         | Line 240   |   Seed 45 Ep 8/10: PPL = 113.79
INFO  | 04/05/2026 09:56:03 AM | File lm_runner.py         | Line 240   |   Seed 45 Ep 9/10: PPL = 108.64
INFO  | 04/05/2026 10:12:51 AM | File lm_runner.py         | Line 240   |   Seed 45 Ep 10/10: PPL = 103.66
INFO  | 04/05/2026 10:12:51 AM | File lm_runner.py         | Line 171   | [Seed 45] Done. Best PPL: 103.66
INFO  | 04/05/2026 10:12:51 AM | File lm_runner.py         | Line 165   | [Seed 46] (5/5) Training InnerNetAttnTransformer for 10 epochs...
INFO  | 04/05/2026 10:29:40 AM | File lm_runner.py         | Line 240   |   Seed 46 Ep 1/10: PPL = 274.60
INFO  | 04/05/2026 10:46:29 AM | File lm_runner.py         | Line 240   |   Seed 46 Ep 2/10: PPL = 197.91
INFO  | 04/05/2026 11:03:17 AM | File lm_runner.py         | Line 240   |   Seed 46 Ep 3/10: PPL = 165.54
INFO  | 04/05/2026 11:20:06 AM | File lm_runner.py         | Line 240   |   Seed 46 Ep 4/10: PPL = 147.47
INFO  | 04/05/2026 11:36:55 AM | File lm_runner.py         | Line 240   |   Seed 46 Ep 5/10: PPL = 135.02
INFO  | 04/05/2026 11:53:43 AM | File lm_runner.py         | Line 240   |   Seed 46 Ep 6/10: PPL = 125.66
INFO  | 04/05/2026 12:10:32 PM | File lm_runner.py         | Line 240   |   Seed 46 Ep 7/10: PPL = 117.53
INFO  | 04/05/2026 12:27:20 PM | File lm_runner.py         | Line 240   |   Seed 46 Ep 8/10: PPL = 111.46
INFO  | 04/05/2026 12:44:09 PM | File lm_runner.py         | Line 240   |   Seed 46 Ep 9/10: PPL = 107.18
INFO  | 04/05/2026 01:00:57 PM | File lm_runner.py         | Line 240   |   Seed 46 Ep 10/10: PPL = 102.53
INFO  | 04/05/2026 01:00:57 PM | File lm_runner.py         | Line 171   | [Seed 46] Done. Best PPL: 102.53
INFO  | 04/05/2026 01:00:58 PM | File lm_runner.py         | Line 188   | All seeds done. Best mean PPL: 103.21
INFO  | 04/05/2026 01:00:58 PM | File lm_runner.py         | Line 189   | Results saved to exp/transformer_wikitext_attn_2arg_20260404_225411_d1fb3713/lm_results.p
INFO  | 04/05/2026 01:00:58 PM | File run.py               | Line 210   | Experiment completed!
